Participante,Dialogo
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Esta sesión es muy relevante porque nos permite hacer un balance de la fase de arranque del CONACES, a partir de agosto de 2021 a diciembre de 2022, en la cual se iniciaron proyectos y acciones clave para instrumentar la Ley General de Educación Superior. Es decir, para construir los mecanismos que hagan realidad el derecho humano a la educación superior y el derecho de todas y todos las mexicanas y mexicanos a beneficiarse de los resultados de las ciencias, las humanidades, la innovación y el desarrollo tecnológico."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Con este propósito, en esta primera etapa de la vida institucional del CONACES, los 13 proyectos aprobados en el programa de trabajo 2021-2022 están detonando cambios que podemos caracterizar como cualitativos, que perfilan una nueva generación de políticas para la educación superior de nuestro país."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Justamente en esta sesión se presentará un informe de los avances del CONACES. Entre los proyectos que se impulsaron en esta primera etapa son de destacar la armonización del nuevo marco normativo de la educación superior, así como la instalación y reactivación de las comisiones estatales para la planeación de la educación superior. A nivel federal se avanza en la actualización y adecuación de diversas disposiciones que apoyen la obligatoriedad y gratuidad de la educación superior y el tránsito hacia la Nueva Escuela Mexicana en nuestro nivel, el nivel superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","También impulsamos acciones para revisar y fortalecer el marco normativo e institucional del Tecnológico Nacional de México, que aquí nos acompaña con su director general; de la Universidad Pedagógica Nacional, aquí a mi lado; y de la Universidad Abierta y a Distancia de México, también con nosotros."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Avanzamos con paso firme en el diálogo respetuoso y constructivo con las autoridades educativas estatales para fortalecer en el ámbito local las instancias de planeación y vinculación de la educación superior, de manera que las comisiones estatales para la planeación de la educación superior, o su equivalente si varía un poco el nombre, estas COEPES, se conviertan en espacios no solo representativos sino dinámicos para impulsar la transformación y el desarrollo de la educación superior en cada una de las entidades federativas, acompañando precisamente las transformaciones que se plantean a nivel local."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","De esta manera, las instituciones de educación superior contribuirán de manera activa y permanente, conjuntamente con los sectores público, social y privado, en la construcción de soluciones a los problemas y retos que enfrentan las comunidades con una perspectiva, y esto lo subrayamos, lo hemos desarrollado en muchas ocasiones, de corte territorial."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Los proyectos impulsados en el programa de trabajo del CONACES se orientan a dar respuesta a tres desafíos clave que enfrenta la educación superior en México.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En primer término, sentar las bases de una política que garantice el acceso de la población a la educación superior con equidad, inclusión e interculturalidad, enfatizando estrategias para cerrar las enormes brechas educativas a nivel regional."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En segundo lugar, para impulsar, en el marco del CONACES, transformaciones e innovaciones en los modelos educativos de los diversos tipos de instituciones de educación superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En tercer lugar, se construyen e impulsan mecanismos para fortalecer el compromiso de las instituciones de educación superior con las necesidades y problemas esenciales que enfrentan las comunidades y los territorios en donde se localizan. En esta sexta sesión ordinaria se someterá a su consideración una propuesta de programa de trabajo para 2023-2024, cuyo propósito es enfocar los esfuerzos de todos los actores y sujetos en la consolidación de las transformaciones que manda la Ley General de Educación Superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Distinguidas y distinguidos integrantes del Consejo Nacional para la coordinación de la educación superior, México tiene un enorme potencial en sus 4320 instituciones de educación superior en sus más de 5 millones de estudiantes, son más de medio millón también de profesoras, profesores, investigadoras e investigadores. Cada año egresan de sus 7000 planteles y escuelas más de 700000 profesionistas y técnicos de carácter universitario. Pocos países tienen la capacidad de formar tal cantidad de jóvenes profesionales en los más diversos campos disciplinares."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Es necesario encausar y aprovechar el enorme talento, el conocimiento y la energía de esos millones de jóvenes mexicanas y mexicanos. No dejar a nadie atrás ni dejar a nadie afuera es y debe seguir siendo un principio básico de las políticas educativas de la cuarta transformación de nuestro país."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En la era post COVID, México requiere más que nunca de sus instituciones y comunidades universitarias, apartando sus aportando, perdón, sus conocimientos, sus capacidades y su vocación de servicio para enfrentar los enormes retos del país, en tanto salud, alimentación, educación, desarrollo sostenible y la reactivación de las economías locales, de la economía nacional y su aporte a la economía mundial. Con el objeto prioritario de reducir las desigualdades sociales y mejorar las condiciones de bienestar de los sectores sociales históricamente marginados."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",No tengo duda de que el CONACES estará a la altura de los tiempos y retos de nuestra nación y también como hemos venido diciendo de nuestras matrículas más próximas. 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Los exhorto a seguir construyendo juntos el México que queremos y merecemos. Muchísimas gracias.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Agradezco las palabras del subsecretario y aprovecho para darle la bienvenida a la ANUIES.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Por favor subsecretario le pedimos solicitamos amablemente eh sea el conducto para enviar un saludo respetuoso a la secretaria de educación pública. Saludo por supuesto a la secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México, a la Dra. Rosaura Ruiz a quien también le solicitamos envíe un saludo afectuoso a la jefa de gobierno de la Ciudad de México. Saludo a la doctora Carmen Rodríguez Armienta, directora general de Educación Superior Universitaria Intercultural de la SEP, a los titulares de CENEVAL, COPAES y CIIES que se encuentran con nosotros."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","También al secretario a los titulares de FIMPES, ALPES también que están reunidos con nosotros. Bernardo, muchas gracias. María Luisa, muchas gracias por su presencia a todas las personas que ya han sido mencionadas. Bienvenidos."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Saludo a quienes nos ven también a distancia como lo dijo el subsecretario esto es una sesión de CONACES mixta.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Continuando con el desahogo del orden del día, pasamos al punto número cuatro, que es la presentación y en su caso aprobación del acta de la sesión anterior."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Dando cumplimiento a los lineamientos que rigen este consejo en la convocatoria a esta sesión fue remitida el acta de la sesión anterior, por lo cual les proponemos obviar también su lectura para poder agilizar el desarrollo de la sesión y dar paso al desahogo de los demás temas del del orden del día."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","En función de la anterior, les consulto si es de aprobarse el acta de la quinta sesión ordinaria de CONACES. "
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Los que estén por la negativa sírvanse manifestarlo.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Abstenciones.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Muy bien, queda aprobado el el acuerdo que se registre, por favor."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Pasamos al punto número cinco, presentación y en su caso aprobación del seguimiento de acuerdos de la sesión de las sesiones del CONACES."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Una de las funciones de este secretariado técnico conjunto es dar cuenta a todos ustedes del estado que guardan los acuerdos aprobados por este consejo.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Para dar cumplimiento a lo anterior, en días pasados se solicitó a ustedes tuvieran a bien remitir e informar de avances en los acuerdos que correspondieran en su ámbito de responsabilidad."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","A partir de lo anterior se integró el informe de seguimiento que también se incluyó en la carpeta eh que fue enviada y respecto del cual también se sugiere obviar la lectura y someter a su aprobación dicho informe. No sin antes hacer hincapié en que como habrán observado en el reporte de seguimiento que se ha rendido en las sesiones previas, gracias a la colaboración de todas y todos los integrantes de este consejo se logró avanzar en el cumplimiento de las prioridades establecidas en el programa de trabajo de esta instancia colegiada."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Sobre este punto es importante señalar que en esta sesión se expondrá un informe sobre el programa de trabajo desarrollado en el periodo 2021-2022, así como se someterá a su consideración el programa que habremos de seguir en los próximos años en este consejo dando continuidad a lo realizado e incorporado incorporando nuevas tareas."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","En este marco les consulto si es de aprobarse el informe de seguimiento de acuerdos presentado por este secretariado técnico conjunto, o si alguien quiere hacer algún comentario sobre el mismo, pregunto."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","No, entonces eh los que estén por la negativa sírvanse manifestarlo."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",Abstenciones.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Entonces estamos de acuerdo que se aprueba por unanimidad y solicitamos que se registre el acuerdo, por favor."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Ahora pasamos al punto número seis, que es la presentación de perdón, de resultados de la convocatoria para la integración de académicos y estudiantes al CONACES en seguimiento a los acuerdos de la sesión anterior."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES",El día de hoy la Dra. Ana Lidia Bárcena presentará en su carácter de coordinadora de la comisión de trabajo creada para la selección de dichos integrantes los resultados y las propuestas de académicos y estudiantes que formarían parte de este consejo a partir del próximo año.
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES","Adelante, le pedimos a la Dra. Bárcena que haga uso de la palabra, por favor."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Muchas gracias, muy buenos días a todas y todos con su permiso eh el Dr. Luciano Concheiro va a dar el informe de la minuta de la comisión de trabajo encargada de la selección de los académicos y estudiantes que integrarán al CONACES."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Me permito informarle que la sesión se dio acabo a las 16:00 horas del día 14 de noviembre del 2022, de conformidad con las funciones del Consejo Regional de Apoyo para la coordinación de la educación superior metropolitana y de acuerdo a los lineamientos de operación y funcionamiento del Consejo Regional para la coordinación de educación superior."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Y en cumplimiento al acuerdo SO-CONACES-5A5, adoptado durante la quinta sesión ordinaria del Consejo Nacional para la Cooridnación de la Educación Superior, CONACES. Nos reunimos de forma virtual a través de medios remotos de comunicación la coordinadora de de la comisión y del Consejo Regional de Apoyo a la coordinación de educación superior metropolitana, así como los integrantes de la comisión de trabajo encargada de la selección de académicos y estudiantes que se integrarán al CONACES para realizar la evaluación de las propuestas de los mismos, y hacer la integración de la misma selección."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ",Les comento que de la zona noroeste fue seleccionada la Dra. María de Jesús Antonio Ochoa Oliva de la Universidad Autónoma de Nuevo León. Lo que sí quiero comentar es que se hizo un ejercicio de transparencia y democracia que todos los integrantes de la comisión realizamos tratando de respetar la igualdad y la equidad de género.
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","En comento de la zona noroeste, Sol Elvira Torres Lara fue seleccionada del sistema CECYTES de la Universidad de Baja California."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","De la región Centro Sur, Mario Casado Guadarrama del Conservatorio de Música del Estado de México, quiero decir y aplaudir aquí a la comisión que todos todos estuvimos de acuerdo para la selección de que la eh la cultura y las humanidades ingresaran en esta en esta comisión."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Alberto Rosas Padilla de la Universidad Pedagógica Nacional, José de Jesús Adriano León de la Escuela Normal de Tecámac, José de Miguel Valdés López de la Escuela Normal Experimental de Tepoztlán, la maestra Figueroa Montelongo Ana Lorena de la Universidad Tecnológica de los Valles Centrales de Oaxaca, Erika Natalia Juárez Miranda, Sindicato de Trabajadores de la Universidad de Guadalajara y José Luis Martínez Mendoza de la Universidad Politécnica de Guanajuato."
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ",Siendo un total de cuatro mujeres y cinco hombres los que estarán representando a los académicos de la comisión.
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Por el la parte de los estudiantes se seleccionó a Heidi Guadalupe Nava Soto de la Universidad Autónoma de Tamaulipas, perdón, Ariadna Lara Pérez de la Universidad Autónoma de Sinaloa, Alanis Margarita Pérez Zenteno del Conservatorio de Música del Estado de México, de igual forma integrando la cultura y las humanidades. Gisela Sandoval García, Escuela Normal Pública del Estado de México, José Roberto Moyah Romero de la Universidad Veracruzana, Cynthia Martínez Torresiana de la Universidad Politécnica de Tapachula, Paloma Alejandra Baltierra de la Universidad Pedagógica Nacional, Luis Ángel González Osorio de la Universidad Tecnológica de Nayarit, y Nancy Pamela Guevara Estrella de la Universidad Autónoma Metropolitana, Unidad Xochimilco. "
"Dra. Ana Lidia Bárcena, Coordinadora de la comisión de trabajo ","Siendo siete mujeres y dos hombres que se integrarán el próximo año al CONACES. Es cuanto, doctor Luciano."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Entonces se somete a la aprobación de los integrantes de este consejo, reconociendo el gran trabajo que ha hecho la comisión. Sabemos —lo comentábamos con el subsecretario— que es una representación muy amplia de todo el país, lo cual reconocemos. Entonces, se sometería a la aprobación. "
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ",¿Los que estén en contra de esta propuesta? 
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ",¿Abstenciones? 
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Entonces, si están de acuerdo, se registra y se aprueba la propuesta. Muchas gracias, doctora. Eh, por favor, un reconocimiento a usted y a los integrantes de esta comisión."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Pasamos al siguiente punto, que es la presentación del Programa Nacional de Educación Superior."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Como es de su conocimiento, en la cuarta sesión ordinaria de este consejo se instaló la comisión encargada de elaborar la propuesta para dar cumplimiento al artículo 56 de la Ley General de Educación Superior, que establece que para orientar el desarrollo de la educación superior, la Secretaría de Educación Pública debe elaborar un programa nacional de educación superior de conformidad con la ley de planeación, el Plan Nacional de Desarrollo y el programa sectorial de educación y con las opiniones y propuestas de CONACES."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Como se informó en la quinta sesión ordinaria, la comisión se instaló en el mes de mayo del año en curso y en esa sesión se y en esta, perdón, sesión se presenta el documento que se realizó a lo largo de seis meses."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","En representación de la citada comisión, la Dra. Angélica Buendía Espinosa presentará el contenido del documento y someterá a consideración de este consejo una propuesta para la versión final."
"Maestro Jaime Valls Esponda, Secretario General Ejecutivo de ANUIES ","Adelante, Dra. Buendía y muchas gracias también por el trabajo que está coordinando."
Dra. Angélica Buendía Espinosa,"Muchas gracias, buenos días a todas y todos los integrantes de este consejo. Si nos apoyan, por favor, con la presentación."
Dra. Angélica Buendía Espinosa,"El propósito de presentarles el trabajo que ha venido desarrollando la comisión encargada de preparar el programa nacional de educación superior al cual represento es precisamente someter a consideración del CONACES este documento de trabajo que hemos venido desarrollando durante este tiempo, tal como lo ha señalado el maestro Jaime Valls."
Dra. Angélica Buendía Espinosa,"Los antecedentes de esta propuesta se encuentran en el artículo 56 de la Ley General de Educación Superior, que establece que, para orientar el desarrollo de la educación superior, la secretaría elaborará, de conformidad con la ley de planeación y el plan nacional de desarrollo, así como con el programa sectorial de educación, un programa nacional de educación superior que contenga objetivos, políticas, estrategias, líneas de acción y metas globales. Además, el artículo decimosegundo transitorio de la ley establece también que el programa nacional de educación superior que se emitirá por el ejecutivo federal a propuesta de la secretaría deberá concluirse a más tardar en el año 2022, en términos de la misma ley de planeación y demás disposiciones aplicables.  La siguiente, por favor."
Dra. Angélica Buendía Espinosa,"Este trabajo, entonces, que hemos desarrollado considera fundamentalmente en su propuesta los criterios para elaborar, dictaminar, aprobar y dar seguimiento a los programas derivados del Plan Nacional de Desarrollo 2019-2024, que establece que, por lo menos, la propuesta de programa nacional de educación superior debe considerar los elementos que se enlistan, que incluyen un fundamento normativo para elaborar el programa, un análisis del estado actual de la educación superior, objetivos y estrategias prioritarias y acciones para su logro, metas para el bienestar, una visión de futuro considerando 20 años, incluso con las posibilidades de contingencias y hechos que puedan sacar del proceso de planeación algunos de los ejercicios que se desarrollan, y una lista de dependencias y entidades participantes. La siguiente, por favor."
Dra. Angélica Buendía Espinosa,"Esta comisión que ha venido trabajando ha considerado, por supuesto, y ya el señor subsecretario ha citado algunos de los elementos teórico-metodológicos que esta misma comisión ha considerado en la elaboración del programa y que tiene que ver fundamentalmente con el análisis del contexto internacional y nacional, que además incorpora la visión que el gobierno ha dado a la educación en general y a la educación superior en particular."
Dra. Angélica Buendía Espinosa,"Desde luego que hemos considerado y hemos discutido ampliamente las tendencias y escenarios internacionales y nacionales, lo que incluye las relaciones locales, regionales y nacionales para construir futuros de transformación y cambio para la educación superior considerando elementos que se han señalado y, fundamentalmente, el asunto de la desigualdad y la territorialidad y la diversidad en todas sus expresiones."
Dra. Angélica Buendía Espinosa,Igualmente fueron fundamentales los análisis relativos a las relaciones sociedad-educación superior para la construcción de ciudadanía y la responsabilidad social y comunitaria que tiene la educación superior como uno de sus compromisos fundamentales.
Dra. Angélica Buendía Espinosa,"Igualmente se asumieron como preceptos básicos la necesidad de un cambio en las y de las políticas para la educación superior, la ciencia, las humanidades, la innovación y el desarrollo tecnológico."
Dra. Angélica Buendía Espinosa,De igual forma se suma en este análisis los proyectos estratégicos contenidos en la ruta de instrumentación de la Ley General de Educación Superior y que se están impulsando en el marco del programa de trabajo del CONACES.
Dra. Angélica Buendía Espinosa,"En ese sentido, el contexto que hemos señalado y que hemos discutido a través de lo que comentamos en este momento es plantear como uno de los elementos fundamentales el asunto que nos ha retado en general a la educación superior, pero a la sociedad en general, que es la desigualdad estructural que además se recrudeció con la pandemia causada por la COVID-19 y que ha devenido en desastres naturales, mayor pobreza, discriminación, marginación y exclusión de amplios sectores de la sociedad de, pues, lo que se ha considerado más como un derecho que es la educación."
Dra. Angélica Buendía Espinosa,"También, en general, hemos considerado y además está en la ley que la educación superior es un derecho humano, que hay que avanzar en una sociedad más justa, equitativa, que abone a la construcción de la de la ciudadanía y que promueva una cultura de paz, que debemos seguir trabajando en la calidad y pertinencia de la educación superior, en el asunto del financiamiento, la transparencia y la rendición de cuentas, en los elementos necesarios que consideren la privatización, comercialización e internacionalización de la educación superior."
Dra. Angélica Buendía Espinosa,"En el cambio que hemos observado y, sobre todo, con la pandemia que hemos bueno, vivido en las instituciones de educación superior sobre quiénes son, cómo son y qué desean, cuáles son las expectativas de las y los estudiantes."
Dra. Angélica Buendía Espinosa,"En las relaciones entre educación superior, campos profesionales y mercado de trabajo, en la necesaria innovación pedagógica, igual reditada con la pandemia, el uso de las tecnologías digitales como apoyo pero no necesariamente como sustitución del hecho pedagógico, la vinculación y responsabilidad social, el desarrollo tecnológico y la necesidad de abordar los problemas sociales desde la multi e interdisciplinariedad, lo que nos puede conducir a una educación superior que atienda con mayor riqueza y que potencie la equidad y la justicia educativas. La que sigue, por favor."
Dra. Angélica Buendía Espinosa,En ese sentido hemos considerado también en este contexto las consideraciones que nos hace la Secretaría de Hacienda en cuanto a la elaboración del Programa Nacional de Educación Superior y que establece que deberemos considerar dos momentos.
Dra. Angélica Buendía Espinosa,"El primero que tiene que ver con la vigencia de esta propuesta que hemos presentado a consideración del CONACES que considera los años 2023-2024 y una vez elaborado este programa, pues se tendrá que someter a los dictámenes y aprobatorios correspondientes de las autoridades también correspondientes y posteriormente, pues se emitirá también su publicación en el Diario Oficial de la Federación. La que sigue, por favor."
Dra. Angélica Buendía Espinosa,"En ese sentido, entonces consideramos dos momentos de la de la visión de futuro de la educación superior del país."
Dra. Angélica Buendía Espinosa,"El primero es esta propuesta que hemos hecho llegar o que estamos presentando en este momento a consideración del CONACES, que es el Programa Nacional de Educación Superior para el periodo 2023-2024, tal como lo señalaba, que considera los elementos que son solicitados por la Secretaría de Hacienda y un segundo momento o segundo volumen que consolida el programa nacional con una visión prospectiva una visión de futuro que considera un periodo de más largo aliento 2024-2042, con lo cual se puede exponer la visión de estado de la política de educación superior y presentar con mayor amplitud la prospectiva, las estrategias para el Desarrollo y consolidación de la educación superior, las ciencias, las humanidades y el desarrollo tecnológico. La que sigue, por favor."
Dra. Angélica Buendía Espinosa,"Qué avances tenemos y son es lo que estamos poniendo en consideración del CONACES, bueno tenemos una propuesta elaborada por una comisión y que en este momento tomo la voz para presentarla que consideró el diagnóstico actualizado de la educación superior considerando los resultados registrados durante los años 2019-2022 y también pues los logros y retos que venimos arrastrando desde pues la propia conformación del sistema de educación superior en el país, un conjunto de objetivos, estrategias, líneas de acción y metas relativas a la educación superior que están incluidas también y puestas en el programa sectorial de educación en el para el periodo 2024 y que constituyen compromisos del ejecutivo federal, así como los proyectos estratégicos que ustedes conocen y que están contenidos en la ruta de instrumentación de la ley general de educación superior impulsados en el marco también del trabajo de este consejo."
Dra. Angélica Buendía Espinosa,"Los fines y las políticas establecidas en la ley general de educación superior que es el marco institucional pues que ha enmarcado el desarrollo también de este programa nacional y las estrategias y líneas de acción que se consideran prioritarias y factibles para instrumentar en un periodo de dos años. La que sigue, por favor."
Dra. Angélica Buendía Espinosa,"En ese sentido pues hemos definido cinco objetivos prioritarios para conducir los siguientes dos años o para orientar la educación superior del país. El primero es ampliar la cobertura con equidad para hacer efectivo el derecho humano a la educación superior tal como lo señalaba ya el señor subsecretario, es una un reto fundamental sobre todo en las condiciones de vulnerabilidad de ciertos grupos sociales plenamente identificados en nuestro país."
Dra. Angélica Buendía Espinosa,"Integrar el sistema nacional de educación superior mediante la coordinación de sus actores, instituciones y procesos que tiene que ver con la gobernanza del mismo."
Dra. Angélica Buendía Espinosa,"Fomentar la formación de excelencia de las y los estudiantes mediante la innovación, la mejora continua integral de la educación superior, la revalorización del personal académico y el impulso de las ciencias, las humanidades y el desarrollo tecnológico."
Dra. Angélica Buendía Espinosa,El cuarto objetivo prioritario es impulsar la vinculación y el compromiso social de las instituciones de educación superior con perspectiva territorial e intercultural para contribuir al bienestar de la población. 
Dra. Angélica Buendía Espinosa,Y el quinto objetivo es promover una nueva política de financiamiento que garantice el cumplimiento de los fines de la educación superior así como su obligatoriedad y gratuidad tal como lo establece la ley general de educación superior.
