Participante,Dialogo
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","De nueva cuenta, buenos días. Vamos a pasar al primer punto del orden del día, que es la verificación del quórum legal. Les informo que, de conformidad con lo que establece el artículo 52 de la Ley General de Educación Superior respecto al número de integrantes de este consejo, estamos reunidas 85 personas. En función de ello, declaro que existe quórum legal para la instalación de la novena sesión ordinaria del Consejo Nacional para la Coordinación de la Educación Superior. Que se proyecte el acuerdo correspondiente, si son tan amables."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Ahí está el acuerdo. Los integrantes del Consejo Nacional para la Coordinación de la Educación Superior (CONACES) aprueban la instalación de su novena sesión ordinaria. Si les parece bien, ya que esta sesión fue convocada presencial, votaremos de la forma tradicional, es decir, preguntaré primero por los votos en sentido afirmativo, luego los de la negativa y las abstenciones. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Los que estén por la afirmativa, si son tan amables. Así es más difícil contar, ¿verdad? Entonces bajamos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Por la negativa. 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Y abstenciones, si son tan amables. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Aprobado por unanimidad.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Como seguimiento del orden del día, el punto dos es la propuesta de integración de nuevos invitados permanentes al CONACES. Quiero recordarles que esta figura de invitados permanentes lo que busca es una extensión social natural, como se va a ir dando alrededor de todo el trabajo que vayamos desplegando. Entonces es muy importante que en cada sesión ustedes se darán cuenta hemos ido proponiendo integrantes invitados para convertir esto en un equipo, un consejo dialogante con la sociedad, con distintas estructuras, de forma tal que podamos ir teniendo una visión de conjunto de la educación superior."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Como se han dado cuenta, la diversidad de autoridades e instituciones que conforman el consejo es amplia. Tenemos 150 personas, se encuentran comprendidos tanto integrantes legales como invitados especiales y permanentes, y aún hay instituciones y autoridades que se estima, como decía yo, necesarios sumar a estos trabajos. En este sentido, en la carpeta que se acompañó a la convocatoria se hizo llegar la propuesta para sumar a esta instancia colegiada al Centro Nacional de Derechos Humanos Rosario Ibarra de Piedra y al Instituto Nacional de los Pueblos Indígenas con el carácter de invitados permanentes."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Considero que con lo señalado en la carpeta de esta sesión es suficiente en cuanto a los razonamientos para que ambas instituciones formen parte de este colegiado, por lo que para abreviar tiempos preguntaría a ustedes si es de aprobarse el siguiente acuerdo, que si por favor lo proyectan de nueva cuenta."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Y es así: acuerdo S.O.CONACE.9a.2: El CONACES aprueba que el Centro Nacional de Derechos Humanos Rosario Ibarra de Piedra y el Instituto Nacional de los Pueblos Indígenas se integren a partir de esta sesión a esta instancia colegiada como invitados permanentes. 
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Los que estén por la afirmativa, a favor de manifestarlo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Por la negativa.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Abstenciones.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Unknown speaker 13:50
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, aprobado por unanimidad. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Punto tres: lectura y, en su caso, aprobación del orden del día. Tiene una modificación porque no nos pudo acompañar nuestra secretaria, para todos es evidente los momentos que se viven a nivel nacional, no está entretenida digamos la situación, por decirlo así amablemente. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Creo que los libros de texto gratuitos y precisamente nuestra secretaria como responsable de las vespertinas y de una información general, además de varios otros elementos que entonces la presionaron, está muy apenada por no poder nos acompañar el día de hoy. Nosotros lo entendemos eh perfectamente y quisiera eh transmitirles su digamos la pena que ella tiene de no haber estado con nosotros aquí. Si les manda un muy caluroso saludo y también el compromiso con la educación superior. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, en atención a eso saldría el punto donde ella informa y que es alrededor, precisa iba a ser alrededor precisamente de los libros de texto. Yo incluiré en mi intervención algunos elementos para ustedes de cómo se está desarrollando y ya cuáles son las condiciones actuales de la distribución de los libros de texto, pero esto nos va a permitir también entrar en materia directamente en educación superior también entre nosotros. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, si son tan amables de proyectar el orden del día ya con este cambio. No la, no tenemos el orden del día porque había que proyectarla, la orden…"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces, como verán, tenemos una reunión bastante ágil para disfrutar de los jardines, ¿no?, y de la alberca también está ahí para los que ya venían, no veníamos preparados, pero algunos parece que sí. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces procedería, en función de lo anterior y si nos transmiten el acuerdo ahí, nos lo colocan."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","¿Qué pasó? Ah, sí hay? Adelante, por favor."
"José Roberto Moya, Universidad Veracruzana.","Qué tal, buenos días. Este José Roberto Moya de la Universidad Veracruzana, solamente para ver si es posible que desahogue un asunto general en el sentido de presentar el plan para la ampliación de la matrícula en seguimiento a los acuerdos de sesiones pasadas."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Sin problema. Acuérdense en asuntos generales no tomamos decisiones, no no es este el sentido, sino de informar. Entonces muy bien, ahí este asunto general, ¿alguien más?"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Bien, entonces con esta incorporación, aquellos digamos, el acuerdo tendríamos, si lo colocan, el CONACES aprueba en todos y cada uno de sus puntos el orden del día de la novena sesión ordinaria con este agregado de este asunto general de la Universidad Veracruzana aquí propuesto. Quienes estén a favor, por favor sírvanse manifestarlo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",¿En contra?
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",¿Abstenciones?
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muy bien, entonces que se registre el acuerdo, por favor. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Una vez desahogado el punto anterior, continuamos con el que sigue, el punto número cuatro, que son los mensajes a cargo nada menos que de las autoridades del Estado de Morelos eh con este acto protocolario, pero a la vez eh tan cercano. Agradecemos la hospitalidad del gobierno del Estado de Morelos, en particular a la Universidad Autónoma del Estado de Morelos por recibirnos en esta casa grande que tiene. Y en este punto nuestros anfitriones van a intervenir. Le pedimos por el orden protocolar si nuestro rector, por favor, el Dr. Urquiza puede hacer uso de la palabra. Adelante, por favor, Gustavo."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Muchas gracias, muchas gracias Dr. Luciano Concheiro. Pues muy breve solo a pues darle la bienvenida. Buenos días, buenos días para todas y todos. Es un honor recibir en nuestra Universidad Autónoma del Estado de Morelos a las y los integrantes del Consejo Nacional para la Coordinación de la Educación Superior."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Doy la bienvenida, desde luego, al Dr. Francisco Luciano Concheiro, nuestro subsecretario de educación superior, que pues desde antes de que lo digo yo en casi todas las reuniones que tenemos este de sesiones colegiadas, antes de que fuera subsecretario, pues ya le estábamos dando lata las 11 universidades que estábamos en quiebra, me acuerdo ya hace más de cinco o seis años, Dr. Concheiro, y que desde entonces pues ha estado muy muy muy cerca, no nada más de aquellas universidades este que pues teníamos y tenemos ya, pero ya menos problemas financieros, sino que pues nos ha apoyado a todas las instituciones de educación superior. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Muchísimas gracias, Dr. Concheiro, por acompañarnos el día de hoy y pues organizar el evento. Es un honor para nosotros este que este evento pues se haya realizado esta novena sesión ordinaria del Consejo Nacional para la Coordinación de la Educación Superior, sea precisamente este pues realizada aquí en nuestras instalaciones."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Bueno, sí, ya, ahí está. Y desde luego también le quiero dar la la bienvenida al licenciado Luis Arturo Cornejo Alatorre, nuestro secretario de educación del estado de Morelos, que también pues ha estado muy cerca de la universidad y desde luego pues este del estado también que en realidad pues hemos tenido pues un apoyo total también para que nuestra universidad siga adelante. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Desde luego también al Dr. Luis Armando González, ejecutivo de la Asociación Nacional de Universidades e instituciones de educación superior. Un gusto, Dr. Luis Armando González también que nos que nos acompaña el día de hoy."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Tenemos también colegas ahí en la ANUIES, como el rector de la Universidad de Tlaxcala y pues nosotros acá también como de la Universidad de Morelos. Muchísimas gracias, doctor Armando Luis Armando González también por estar con nosotros. Y desde luego la doctora Ofelia Angulo Guerrero, secretaria de Educación, Ciencia y Tecnología e Innovación de la Ciudad de México, sea bienvenida a la ciudad."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Soy yo, soy yo o porque con el doctor"
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Desde luego también saludamos a la maestra Xóchitl Carmona Bareño, subsecretaria de Educación Media Superior y Superior del estado de Quintana Roo. Bienvenida, bienvenida al estado de Morelos. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","A la Dra. María José Rhi Sausi Garavito, nuestra directora del sistema de evaluación y acreditación de educación superior, muchísimas gracias por acompañarnos también el día de hoy. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Y al Dr. Gustavo Cruz, director general de vinculación del ANUIES, este tocayo, bienvenido, bienvenido a nuestra universidad. Y desde luego pues bienvenidos a todas y todas las rectoras, rectores, eh directoras, directores y representantes de las diferentes instituciones de educación superior del país. Sean todos todos bienvenidos a nuestra Universidad Autónoma del estado de Morelos. Es un honor para nosotros pues haber sido este elegidos como sede de la novena sesión ordinaria del consejo nacional para la coordinación de la educación superior."
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Todos aquí somos testigos de la importancia de la educación superior para el fortalecimiento y transformación de la sociedad a través de la ciencia, la educación y la cultura. La misión de la UAEM pues es formar profesionistas como la mayor parte de bueno, como todos nosotros de nivel medio y superior competentes para la vida a través de la generación, innovación y aplicación de conocimientos. En este sentido, en la universidad trabajamos desde todas las áreas para el cumplimiento de las funciones sustantivas. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","El próximo lunes daremos el inicio al ciclo académico 2023-2024 y con un orgullo puedo decir que tuvimos un incremento del 4% en las solicitudes de ingreso, se eso pues la verdad nos incentiva mucho a nosotros que cada vez hay más jóvenes en Morelos que quieren estudiar en nuestra Universidad Autónoma del estado de Morelos. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Y yo digo todo el tiempo lo he dicho que es por dos causas principales. Una, que no cobramos cuotas de inscripción. Creo que somos la segunda universidad a lo mejor muchos rectores van a decir que es mal ejemplo, pero bueno, este pues por el tema de la Ley General de Educación Superior, pero muchos jóvenes, pues es la educación superior en Morelos. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Y la segunda pues que yo también lo he dicho que hemos cuidado mucho la parte de los indicadores académicos. Entonces, muchos jóvenes pues quieren estudiar en la Universidad Autónoma del estado de Morelos. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Los jóvenes del estado y de la región, incluso vienen este muchos jóvenes de Guerrero, por aquí están colegas de Guerrero, incluso de Puebla, por ejemplo, tenemos unidades académicas muy cerca de Puebla y hay muchos jóvenes de Puebla que les conviene, bueno, les queda más cerca la unidad académica de la Universidad de Morelos que ir hasta Puebla, igual el estado de México. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Entonces, aparte de ser una universidad estatal, pues somos regional también, y con la responsabilidad pues de formar a más de 40,000 estudiantes y es que en el mes de marzo la UAEM se adhirió al acuerdo nacional para impulsar la mejora continua e integral de la educación superior, así que son diversas las estrategias que la universidad realiza encaminadas a la mejora continua y las cuales la posicionan como una de las mejores 10 universidades públicas estatales. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Seguro estoy que todas y todos los aquí presentes tenemos el firme compromiso de sumar esfuerzos y trabajar coordinadamente para seguir construyendo las acciones que permitan la mejora y desarrollo de la educación superior de nuestro país, tal como quedó establecido en la Ley General de Educación Superior. "
"Dr. Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del Estado de Morelos","Dr. Luciano Concheiro, tenga la certeza de que en la UAEM seguiremos trabajando por y para los jóvenes estudiantes universitarios que son nuestra razón de ser. Le reitero la más cordial de las bienvenidas y deseo que los acuerdos que se tomen en esta novena sesión ordinaria sean en beneficio del aseguramiento de la calidad de la educación superior por una humanidad culta, una universidad de excelencia. Bienvenidos a todos, muchas gracias."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchísimas gracias a nuestro rector a Gustavo con mucho cariño si, sus palabras creo que nos proyectan no solamente a una excelente sesión el día de hoy, sino también a como a lo largo de los últimos años se ha ido superando los problemas financieros de las 11 universidades nos restan tres, no con fuerte problema todavía, pero esperemos avanzar sobre todo en una salida eh estructural para las mismas y creo que eso es una excelente noticia y aquí en Morelos es fundamental. A continuación el secretario de educación del estado de Morelos, mi querido amigo el doctor Luis Arturo Cornejo Alatorre, por favor, en el uso de la palabra. Gracias."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Doctor Francisco Luciano Concheiro Borquez, subsecretario de Educación Superior."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Doctor Luis Armando González Placencia, secretario general ejecutivo de la Asociación Nacional de Universidades e instituciones de educación superior ANUIES."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Amigo y compañero doctor Gustavo Urquiza Beltrán, rector de la Universidad Autónoma del estado de Morelos."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos",Distinguidos miembros del presidium.
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Amigas y amigos, representantes de educación superior de todas las entidades federativas de nuestro país."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Antes que nada, reciban ustedes un cordial y afectuoso saludo del señor gobernador constitucional del estado Cuauhtémoc Blanco Bravo. Sean todos bienvenidos a Morelos, estado anfitrión del mundo. Es un honor haber sido elegido para ser sede de esta importante reunión del Consejo Nacional para la coordinación de la educación superior en donde a través de consultas, deliberaciones y consensos se logran acuerdos de gran relevancia para generar estrategias para impulsar el desarrollo en la educación superior. Y esta reunión es muestra que la nueva escuela mexicana cambió totalmente el esquema educativo que por décadas se veía se venía implementando."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Hoy el señor presidente de la República bajo la política del bienestar social reconoce a los docentes como héroes de la educación. La educación superior es el principal camino para el desarrollo profesional, donde a través de ella existe un fuerte impacto económico, laboral, familiar, social y se incrementa el crecimiento profesional, así como las posibilidades y fuentes de empleo y con ello mejores condiciones de vida, comprobándose una gran diferencia entre los que cursan un año avanzado y los que se han graduado en relación con los que han accedido a ella."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","A nivel de zonas de riesgo social, la educación superior, cuando se logre elevar la población que la cursa, reduce en gran proporción la pobreza y fortalece los valores, pues se obtienen herramientas tecnológicas educativas que lo permitan."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Por otra parte, estamos convencidos de que el sistema dual también debe fortalecerse a nivel superior. Actualmente las empresas y organizaciones avanzan gracias a la interacción, difusión, aplicación y sistematización de un conocimiento creado u obtenido, ya que el proceso de aprendizaje organizacional se da a través de las relaciones interinstitucionales entre el gobierno, las empresas y las universidades, lo que genera desarrollo y competitividad."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","En este sentido, coincidimos en que las actuales necesidades del sector empresarial y la sociedad exigen a los alumnos universitarios adquirir habilidades, conocimientos y destrezas que les faculten para ser competitivos e innovadores."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Por esto, las universidades deberían proponer su oferta educativa y académica y definir la pertinencia de sus carreras que forman y pueden proporcionar capital humano con mayores probabilidades de obtener puestos profesionales con alto nivel salarial acordes con las necesidades del mercado para crear así una mejor relación entre la educación, el capital humano y el mercado laboral."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Por último, reiteramos nuestro compromiso con la educación y con las maestras y los maestros, porque sabemos que son ellos los constructores de vidas y que con gran perseverancia, constancia y dedicación forman a esos jóvenes que el día de mañana serán ciudadanos ejemplares."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","A todas y todos ustedes, muchas gracias por estar aquí en esta entidad. Realmente nos emociona mucho tener la oportunidad de compartir momentos tan importantes con ustedes."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Sé y estoy seguro de que el trabajo que realizan en cada una de sus entidades es, desde luego, con un gran compromiso, con gran interés, con una gran preocupación y, sobre todo, con el deseo de que tengamos una educación superior que engrandezca cada una de las entidades y, desde luego, que engrandezca a nuestro país, que engrandezca a México."
"Lic. Luis Arturo Cornejo Alatorre, subsecretario de Educación del Estado de Morelos","Muchas gracias y nuevamente, sean todos y todas bienvenidos. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias por estos dos mensajes llenos de contenido y eso es para nosotros fundamental. Sí, la política corre a nivel local hacia el planteamiento federal, pero también la política, digamos, se va construyendo precisamente en colectivo."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Esto que se planteaba del sistema dual, precisamente lo tenemos en términos simultáneos porque cambiamos de fechas y ya no podíamos modificar la de Acapulco. Tenemos ahí toda una discusión sobre el sistema dual, precisamente muy, muy importante. Si no hay inconveniente, cedo la voz al secretario general de la ANUIES, Luis Armando González Placencia, como parte de este secretariado técnico conjunto para continuar con el desahogo de la sesión."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Luis Armando, si eres tan amable. "
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Muchísimas gracias, Luciano. Muy buenos días a todas y a todos. Hago mías las palabras de saludo que ya se han dirigido al presidium y a todas y todos los presentes, y solo reitero mi agradecimiento a nuestros anfitriones aquí en Los Belenes. Muchísimas gracias por tenernos acá."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Bueno, pues vamos a desahogar el punto seis de nuestro orden del día, referido a la presentación y, en su caso, aprobación del acta de la sesión anterior."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Como saben, el acta les fue enviada en la carpeta respectiva, por lo que les sugiero obviar su lectura y más bien ponerla a consideración de ustedes. Para eso solicitaría que nos proyectaran, por favor, el acuerdo respectivo, que es el siguiente: Acuerdo S.O.CONACES.9ª.4. El CONACES aprueba el acta de su Tercera Sesión Extraordinaria."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Quienes estén a favor, sírvanse a manifestarlo levantando la mano. Muchas gracias. "
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES",¿Hay alguien en contra o alguna abstención? 
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","De no ser así, podemos registrar el acuerdo y continuar con el punto número siete, referido a la presentación y, en su caso, aprobación del informe de seguimiento de acuerdos del CONACES."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Como saben, una de las funciones de este secretariado técnico conjunto es precisamente dar cuenta ante ustedes de los avances que guardan los acuerdos aprobados en este consejo. Para dar cumplimiento a esta obligación, en días pasados les solicitamos que tuvieran a bien rendir los informes respectivos, e integramos también en la carpeta que les fue enviada este informe."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Por lo mismo, sugiero nuevamente que podamos obviar la lectura del mismo y que, si no hay alguna observación al respecto, pudiéramos dar paso a la proyección del acuerdo respectivo. Si nos pueden poner el acuerdo en pantalla, por favor."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES",Acuerdo S.O.CONACES.9ª.5. El CONACES aprueba el informe del seguimiento de acuerdos rendido por el Secretariado Técnico Conjunto.
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Quienes estén por la afirmativa, por favor, levanten la mano. "
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES",¿Alguna abstención? 
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES",¿Alguien en contra? 
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Perfecto, lo aprobamos por unanimidad y solicitamos igualmente que se registre el acuerdo. "
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Vamos ahora con el punto número ocho, referido a los avances y reflexiones de las tareas actuales y futuras de la educación superior."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES","Este punto ha sido preparado por la ANUIES en coordinación con la Subsecretaría de Educación Superior y, por ello, quisiera, para que nos introduzca al tema, darle la palabra nuevamente a Luciano Concheiro. Por favor. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchas gracias. Para que vean que no solo con rectores, sí, sino todos.  "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Abordaremos este tema que se planteaba aquí sobre los avances y reflexiones para el futuro de la educación superior antes de la exposición que va a ser a nombre del secretariado técnico conjunto, por Gustavo Cruz Chávez, que está aquí con nosotros en el presidium."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior",Quisiera presentarles algunas consideraciones. La primera se refiere quizá al contexto en el cual nos estamos moviendo y solo diría algunos elementos sobre este contexto. El artículo tercero de la Constitución nos confiere una obligación de ley fundamental que es garantizar el derecho humano a la educación.
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Esto transformó por completo, como lo hemos comentado varias veces, el sentido del derecho social o de los derechos individuales a la educación, a la mejor cultura, sí, al despliegue de todo un sentido de humanidad entre nosotros, y es que abre la posibilidad esto en términos del derecho del acceso a los otros derechos y beneficios sociales a partir de la educación misma."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Y creo que esto cambia el propio sentido que le damos a la educación. Si para nosotros el derecho humano a la educación construye, como está planteado en el artículo tercero, sujetos de la educación y no objetos de la misma, si pasamos a ser actrices, esa palabra suena horrible, pero actoras peor. Entonces este actrices y actores de la transformación social, el hoy plantearnos a través de la educación una perspectiva de construcción de sujetos, si, que permiten abordar y pasar de un derecho positivo y del deber ser al hacer."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces cambia por completo el sentido que le estamos dando a la propia educación. Dejamos de ser instrumento, dejamos de ser repetidores o difusores para adquirir un compromiso de otro orden de intervención abierta, desde y entonces esto hay que subrayarlo desde la diversidad."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","En esa perspectiva la transformación de la educación, incluyendo la educación inicial acabó siendo un tema central."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Nuestros pequeñines nacidos a los tres años, hoy también son una preocupación central, pero son sujetos, si, en este sentido o tutelados, es obvio, pero sujetos de la educación."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Eso es fundamental para los que trabajamos en educación superior, pero sobre todo para los que trabajan en las áreas de psicología de la educación, si, es obvio que es fundamental el haber incorporado a la educación inicial como un campo de acción, de obligación de la rectoría del estado alrededor de brindar las condiciones para el desarrollo de la educación inicial."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero el cambiar la educación básica en su conjunto, haber logrado y estarlo digamos avanzando en ese sentido de entregar libros de textos gratuitos en una perspectiva de convertir a los libros de texto en vez de la guía de la educación repetitiva instrumental en libros que permiten alrededor de la creatividad, de la aventura, dicen varias veces los libros de la investigación."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Esto es convertir a las niñas, niños, adolescentes en sujetos de su propia educación, transforma por completo el sentido de los libros de texto que se convierten en vez de una guía a seguir y por tanto ir palomeando los distintos aspectos se convierten en un planteamiento de un proyecto y como todos sabemos los proyectos están abiertos y hay que trabajar con ellos en términos educativos para llevarlos a buen puerto."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Pero ¿qué quiere decir esto del lado de los docentes? Y eso nos incluye al conjunto de la educación superior, pero en particular a las al normalismo. ¿Qué quiere decir esto?"
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Básicamente el carácter de profesionales de la educación a todas las maestras y maestros. El giro de ser simples, perdón, y lo digo así en un sentido de ruptura. Maestras y maestros, o sea conocedores de una temática, ¿sí? que manejan esa temática con maestría, ¿sí? o sea con una digamos, en ser expertos de ciertas temáticas y convertirnos en profesionales de la educación."
