Participante,Dialogo
Carmen Eneida Rodríguez,"Pues una vez desahogado el punto anterior nuestro siguiente punto sería el mensaje de bienvenida del maestro Mario Delgado Carrillo. En un momento. Bien, si quiere, cedemos la palabra a la doctora Rosaura Ruiz, que sería el siguiente punto, sí, presentando los temas en conjunto de humanidades, ciencias, tecnologías e innovación con educación superior en este organismo colegiado que da la certeza jurídica a nuestras actividades."
Rosaura Ruiz Gutiérrez,"Muchas gracias a todos y a todas y me da un enorme gusto seguir trabajando con ustedes porque seguramente recordarán que fui la secretaria de educación, ciencia, tecnología e innovación de la Ciudad de México y formé parte de este grupo en el sexenio pasado, de manera que simplemente seguiremos trabajando juntos. Me parece fundamental esta sesión, porque es la primera vez que vamos a hablar de una secretaría de humanidades, ciencia, tecnología e innovación, algo que la comunidad científica, todos ustedes desde sus lugares de trabajo, ya sea como directores, académicos, rectores, etcétera, planteamos. Dijimos que la ciencia en México necesita otra perspectiva, la ciencia incluye todo el conocimiento, pero sí, esta idea de que se hiciera una secretaría, que el CONACyT tuviera ese nivel de secretaría, se ha discutido durante muchos años."
Rosaura Ruiz Gutiérrez,"Y entonces es un logro de toda la comunidad académica, de todas las universidades, de las instituciones que se han creado en los diferentes estados que están aquí representados y eso creo que además nos da una gran responsabilidad a todos, porque es un momento distinto y creo que, como ha enfatizado nuestra presidenta, con mucho orgullo, la primera mujer presidenta y la primera persona científica que ocupa el puesto más importante en nuestro país, Claudia Sheinbaum, ha señalado que nuestra función, sobre todo de estas secretaría nueva, es la coordinación de todos."
Rosaura Ruiz Gutiérrez,"todos los aquí representados, los secretarios, secretarias de ciencia, tecnología y educación de los estados, los y las rectoras, etcétera, trabajemos juntos en cada uno de los temas prioritarios para este gobierno, para este país. Entonces, con ese antecedente quisiera hacer mi presentación, pero sobre todo el gusto de estar todos y todas juntas, que mucho tiempo hemos luchado por este momento de tener ya una secretaría con ese nivel que es distinto."
Rosaura Ruiz Gutiérrez,"El desarrollo de nuestro sistema educativo, en particular la educación superior, ha sido acompañado por la institucionalización de la investigación en ciencias y humanidades. En nuestro país ha sido crucial la creación de la SEP, por ejemplo, de instituciones como la UNAM, el Instituto Politécnico Nacional, el Tecnológico Nacional de México, el sistema de universidades públicas estatales y, desde luego, el conglomerado de los centros públicos de investigación y, sin duda, también todas las universidades privadas que también tienen una importancia indudable para este nuevo proyecto de la secretaría."
Rosaura Ruiz Gutiérrez,"Un capítulo aparte merece la fundación del propio Conacyt como instancia de gobierno que se creó para coordinar la investigación científica, tecnológica y humanística en México. El fortalecimiento de la educación, de la ciencia y las humanidades, así como el desarrollo tecnológico y la innovación están en el centro del proyecto social de la presidenta de la República. La importancia del quehacer científico y humanístico está fuertemente vinculada con un cambio en la valoración de esta actividad humana, que implica la aceptación de la búsqueda del conocimiento por medio de diversas metodologías de las disciplinas científicas y humanísticas y genera una valorización social del desarrollo tecnológico, de la libertad de cátedra y la racionalización de procesos industriales a partir de criterios científicos, sin olvidar la sostenibilidad o sustentabilidad del ambiente natural y de los ecosistemas humanos."
Rosaura Ruiz Gutiérrez,"Todos ellos son valores que nuestra presidenta reconoce como propios y han sido también parte de su trayectoria como científica y también como ambientalista, habiendo recibido importantes reconocimientos en ese campo."
Rosaura Ruiz Gutiérrez,No olvidemos que los avances de la tecnología han generado en muchas ocasiones brechas sociales y han acentuado la desigualdad.
Rosaura Ruiz Gutiérrez,"Por ello el conocimiento humanístico como la filosofía y la historia, las ciencias sociales deben orientar desde una perspectiva ética y de justicia social estos nuevos desarrollos para garantizar el acceso equitativo de los beneficios de los avances científicos y tecnológicos."
Rosaura Ruiz Gutiérrez,"¿Cuál es la relación que existe y por qué estamos juntas en una secretaría, las humanidades, la ciencia, la tecnología? ¿Cuál es la relación? Eso es fundamental decirlo. la correlación entre la tecnología y la ciencia nos ha ayudado, nos ha ayudado a explorar el espacio y entenderlo mejor, a entender nuestro mapa genético y combatir las enfermedades, a desarrollar soluciones como las vacunas o nuevos medicamentos y diagnósticos más acertados."
Rosaura Ruiz Gutiérrez,"La historia y la filosofía de las ciencia muestran muchos avances que se han dado gracias a la experimentación realizada por soluciones tecnológicas. La ciencia ha sido precursora de los avances tecnológicos, mientras que la tecnología logra disrupciones. que permiten saltos acelerados en la construcción del nuevo conocimiento. Ambas estén en constante interacción en la que por periodos una es preponderante para la otra."
Rosaura Ruiz Gutiérrez,Hoy no podemos imaginar la investigación científica sin el soporte de las computadoras modernas o de los grandes equipos de laboratorio con tecnologías que ya son indispensables para la experimentación o la observación del macro y del microcosmos.
Rosaura Ruiz Gutiérrez,"¿Cuáles entonces son los objetivos de esta nueva secretaría de humanidades, ciencias, tecnología e innovación? Tenemos la tarea, ya lo dije antes, de coordinar los esfuerzos para consolidar un sistema científico, humanístico y tecnológico en beneficio del país."
Rosaura Ruiz Gutiérrez,Dentro de sus atribuciones más importantes estarán las siguientes que ya fueron aprobadas ayer en ayer por la en la cámara del Senado y habían sido aprobadas también ya en la en la cámara de diputados.
Rosaura Ruiz Gutiérrez,"Formular y conducir la política nacional en materia de humanidades, ciencias, tecnologías e innovación. Articular, integrar, coordinar y ejercer la rectoría que corresponde al Estado mexicano en las humanidades, ciencias, tecnologías e innovación. a través del sistema nacional y de sus órganos colegiados de gobierno, consulta, planificación y ejecución. diseñar e impulsar políticas y estrategias para coordinar los esfuerzos de las autoridades educativas y de los diversos actores de la educación superior para la mejora continua de las funciones sustantivas de investigación humanística, científica, tecnológica, también su difusión y la innovación."
Rosaura Ruiz Gutiérrez,"Impulsar el fortalecimiento institucional de la investigación básica y de frontera.además el desarrollo de tecnologías de vanguardia y la innovación en todas las áreas y campos del saber científico y humanístico. alinear y coordinar los esfuerzos intersectoriales para asegurar el cumplimiento de los objetivos de la política nacional en la materia y encauzar de manera integral, coherente y eficiente las problemáticas, desafíos y oportunidades actuales y futuras del país."
Rosaura Ruiz Gutiérrez,"promover la colaboración, coordinación, cooperación y articulación entre la federación, las entidades federativas, los municipios y las demarcaciones territoriales de la Ciudad de México para alinear los objetivos nacionales, coadyuvar a la descentralización y potenciar el fortalecimiento de las capacidades locales y el desarrollo regional en la materia."
Rosaura Ruiz Gutiérrez,"Fomentar el desarrollo tecnológico y la innovación en las áreas estratégicas y prioritarias del Estado mexicano con el propósito de contribuir al fortalecimiento de la soberanía nacional, la independencia científica y tecnológica del país para asegurar que ofrezcan aportes significativos para la atención de los problemas prioritarios. También coordinar el desarrollo de investigaciones transdisciplinarias sobre áreas estratégicas que permitan prevenir y afrontar emergencias nacionales asociadas a pandemias, desastres naturales, cambio climático, seguridad energética, medio ambiente, seguridad hídrica, soberanía alimentaria, inteligencia artificial y entre otros. "
Rosaura Ruiz Gutiérrez,"facilitar el acceso abierto a la información derivada de la investigación humanística, científica, el desarrollo tecnológico y la innovación financiadas por el Estado, mediante plataformas digitales que potencien su difusión y divulgación, garantizando la protección de la información confidencial reservada, la propiedad intelectual y los derechos de autor en conformidad con la ley."
Rosaura Ruiz Gutiérrez,"diseñar y promover campañas de divulgación y apropiación social de la ciencia con el propósito de incentivar las vocaciones tempranas para la investigación humanística y científica, el desarrollo tecnológico y la innovación. Aumentar el interés, los conocimientos y la cultura científica de todas las personas e informar permanentemente a la sociedad sobre los avances y beneficios asociados a ellos."
Rosaura Ruiz Gutiérrez,"Esto me parece muy relevante que quede ya en la Constitución. Es nuestra obligación, la difusión del conocimiento."
Rosaura Ruiz Gutiérrez,"Asegurar, en coordinación con la Secretaría de Educación Pública, la inclusión de enfoques y contenidos en estas áreas, humanidades, ciencias, tecnología e innovación, según corresponde en los planes y programas de estudio de la oferta académica de educación superior del país, pero naturalmente en todos los niveles escolares tenemos que buscar que esos conocimientos estén asegurados, presentes."
Rosaura Ruiz Gutiérrez,Todos los conocimientos que tienen que ver con las áreas que estamos tratando.
Rosaura Ruiz Gutiérrez,"Entre todos debemos consolidar un sistema científico que apoye a las y los investigadores para que puedan desarrollar una carrera científica y académica, tanto en su campo específico como en la incidencia social de las áreas donde las humanidades, la ciencia y la tecnología sean los vectores para resolver problemas públicos."
Rosaura Ruiz Gutiérrez,"Le vamos a llamar a la nueva secretaría, SECIHTI, la SECIHTI, eh también va a contribuir en el incremento del número de patentes mexicanas que incentiven la innovación tecnológica y se traduzca en desarrollos económicos y cuidar las patentes mexicanas con altos estándares de calidad para fomentar la calidad y la competitividad de nuestro país. Además, dentro de una situación geopolítica incierta como la que hoy vivimos, México debe desarrollar las bases para la soberanía tecnológica y convertirnos en un país que tenga sus propias decisiones en áreas estratégicas como la energía, la salud y la alimentación."
Rosaura Ruiz Gutiérrez,"Ayudaremos a generar conocimiento y desarrollar tecnología para que contemos con recursos y soluciones propias ante desafíos, ya lo dije antes, como el cambio climático, pero también como la desigualdad, la pobreza y la falta de acceso a la educación, la salud y la tecnología. en la migración humana y la generación de nuevos mercados laborales que favorezcan la integración comercial con otros con nuestros socios principales. Pero también, como ustedes recordarán, lo anunció así la doctora Sherman, esta nueva secretaría junto con la secretaría de educación pública, desarrollaremos un modelo y un y un vínculo para el quehacer científico seguro apostado por la educación pública, pero también aprovechando por supuesto y colaborando con la educación privada."
Rosaura Ruiz Gutiérrez,"El Estado seguirá propiciando, como un derecho fundamental, señalo, la educación pública y que y que las ya dije siempre las universidades privadas, las instituciones privadas son fundamentales también, pero el Estado tiene la obligación primaria de proteger, de desarrollar la educación pública. "
Rosaura Ruiz Gutiérrez,"sobre la atención, la verdad todavía débil que tenemos para educación superior, de la que ya hemos hablado; no voy a hablar de números porque no los sabemos muy bien, pero sí la el el número de jóvenes que atendemos todavía es muy bajo, dado el tamaño del país"
Rosaura Ruiz Gutiérrez,"Y entonces la propuesta de la doctora claudia sheinbaum es crear nuevas universidades, conocen el modelo que desarrollamos en la Ciudad de México, la Universidad Rosario Castellanos y la Universidad de la Salud. También fortalecer las universidades Benito Juárez, nos corresponde a todos, sobre todo aquí estamos representados todos los estados del país, nos corresponde buscar cómo desarrollar estas instituciones en cada uno de los estados. "
Rosaura Ruiz Gutiérrez,"ha habido un interés muy importante de de un número grande de de gobernadores y gobernadoras porque se creen estas instituciones en sus estados. Y entonces ustedes eh me refiero sobre todo a los secretarios, secretarias, pero también a rectores y rectoras, les pedimos su colaboración para que juntos veamos cuáles son las necesidades de cada lugar, de cada estado en en términos de educación superior para determinar eh que esta carrera, perdón, que esta universidad, particularmente en el caso de la Rosario Castellanos que actualmente tiene 22 licenciaturas, siete especialidades, tres doctorados, inicia su trabajo también en investigación, tenga la relación con el resto de instituciones de cada estado, igual que se conservará con las relaciones nacionales a través de la red, de la red ECOS que presentará, que se presentará en un momento por parte de Arturo Chávez."
Rosaura Ruiz Gutiérrez,"para lograr que el la el que haya un aumento considerable en la en la educación superior, en la oferta de educación superior. Por lo pronto nosotros con este planteamiento de las universidades que he mencionado, pensamos que puede haber 300.000 nuevos lugares, pero también está la colaboración del Tecnológico Nacional, de la UNAM, de todas las universidades, de la UNAM, la UAM, etcétera, las universidades estatales para lograr también cada una con las medidas que ya se han señalado el crecimiento de la matrícula y buscar siempre también el desarrollo de nuevos modelos. Nosotros sabemos y por eso la creación de la Universidad Rosario Castellanos en la ciudad tuvo que ver con eso, con la necesidad de crear un nuevo modelo."
Rosaura Ruiz Gutiérrez,"se creó antes de la pandemia y sin embargo sí sabíamos porque trabajamos mucho tiempo con las universidades del país y en especialmente en la UNAM en ese desarrollo de un modelo nuevo, híbrido, mixto, llámenle como prefieran porque tiene los dos nombres pero esa idea de tener una educación que siempre tenga una parte presencial, pero que también pueda utilizar las nuevas tecnologías para aumentar el número de la matrícula para que los jóvenes se eduquen en ese nuevo sistema que tiene que ver con lo digital y que es necesario, que es indispensable en la vida cotidiana se desarrolló este programa y bueno, cuando llegó la cuando llegó la pandemia pues fue una de las universidades que estaban preparadas ya con ese sistema y teníamos los cursos en línea, teníamos a los maestros formados para poder clases para poder dar clases en este sistema, etcétera"
Rosaura Ruiz Gutiérrez,Entonces gracias entonces eh pues les pido su apoyo para que definamos en qué entidades se van a desarrollar esas nuevas universidades en qué en qué lugares hacen falta y cómo nos relacionaremos con las otras que con las universidades que ya están instaladas en los estados que están consolidadas vamos empezando nosotros pero sí queremos que además se discuta para todas las instituciones.
Rosaura Ruiz Gutiérrez,"Esa esa combinación entre una educación a distancia, pero siempre con actividades presenciales, me parece que es lo de hoy, que permite un aumento en la matrícula con calidad, que eso es fundamental Hay que aumentar la matrícula, pero no simplemente tener salones más llenos,yo fui directora de una escuela y sé lo que lo que implica simplemente aumentar la matrícula,"
Rosaura Ruiz Gutiérrez,"aumentar el número sin cambiar los sistemas educativos. Tenemos que lograr y ya varios estados, particularmente la Universidad de Chiapas, la Universidad de Veracruz, han planteado ellos mismos en sus instalaciones, en sus universidades tener este sistema, sistema híbrido. Y por supuesto también cuenten con todo el apoyo de la secretaría de la tanto de educación como la como la SECIHTI, con la propia Universidad Rosario Castellanos para que podamos compartir lo que ya tenemos. Muchísimas universidades tienen ya carreras completas en línea. Ya están y claro cada estado la podrá modificar o cada eh en cada lugar puede haber diferente interés de los estudiantes en determinadas carreras."
Rosaura Ruiz Gutiérrez,"Hay que tomar en cuenta por supuesto a nuestro principal objetivo, a nuestro lo que son los estudiantes, que siempre ellos también puedan opinar qué quieren estudiar, cuáles son las carreras más demandadas y atender también sus preferencias y por supuesto también las áreas nuevas. Tenemos que desarrollar licenciaturas en inteligencia artificial, semiconductores, todas las cosas que ya conocemos ahora, pero sin descuidar los intereses de los y las jóvenes."
Rosaura Ruiz Gutiérrez,"Entonces, bueno, eso es lo que yo quería decirles y esta secretaría este estoy muy contenta de presidirla, lo agradezco mucho la confianza de nuestra presidenta, porque además sé que voy a contar con el apoyo de todas y todas, porque hemos estado juntos hace mucho tiempo, hemos trabajado y teníamos claro que lo que seguía era ya que esta secretaría tuviera otro nivel y que eso nos pueda dar una una equidad entre las de esto de las secretarías, trabajar junto con ellos, con los gobernadores y gobernadoras y por supuesto con rectores, rectoras, secretarios y me da mucho gusto que que que podamos trabajar y particularmente han conocido el modelo ya porque han participado de la red ecos. Creo que lo fundamental es el trabajo en colaboración. la clave para que tengamos éxito es reunir los recursos tanto en personas, investigadores, profesores, los recursos materiales, la infraestructura; compartirla será la mejor manera de que podamos hacer que estas áreas fundamentales se desarrollen en el país y que las políticas públicas de México tengan base en el conocimiento humanístico, científico y tecnológico. Muchas gracias.
Unknown speaker"
Carmen Eneida Rodríguez,"agradecemos la presencia y la valiosa aportación de la doctora Rosaura Ruiz, con quien efectivamente tendremos una estrecha colaboración y un gran trabajo conjunto. Y bueno, recuerdo el primer CONAES, donde se plantearon hace algunos años cuáles eran las líneas que nos dictaba la Ley General de Educación Superior y, en ese sentido, recuerdo que la doctora mencionó: ""Oigan, falta el vínculo con la ciencia y la tecnología"". Y entonces ella era la coordinadora de nuestro de nuestro eh de nuestro proyecto número 13, porque solamente habíamos planteado 12, entonces qué maravilla que usted ahora esté en la titularidad de la SECIHTI, ¿no?"
Alberto Sánchez Hernández,"Bueno, pues eh aquí les consulto si hubiese alguna intervención sobre este valioso punto que acaba de mencionar la doctora Rosaura y les pediría los que levantaran la mano para ello eh que mencionaran su nombre y su institución para efectos de la grabación y del acta correspondiente, si hubiese alguien que quisiera hacer uso de la voz o algún comentario al respecto."
Alberto Sánchez Hernández,"ahora tengamos una secretaría de ciencia y tecnología es para nosotros pues realmente una forma de darle la importancia que tiene la ciencia en nuestro país, ¿no? Y desde luego quiero manifestarle nuestra plena disposición a apoyar estas iniciativas con las nuevas universidades que se pretende crear en todo el país, en donde nosotros estemos presentes para poder apoyar, ¿no? también, ¿no? Eh como es bien sabido por usted, tenemos equipo de laboratorios bastante bien equipados en todas nuestras unidades básicamente y desde luego que nosotros apoyaremos todas estas iniciativas con lo que nosotros podamos hacer con los recursos o infraestructura que tengamos disponible. Y eso no solo es para estas nuevas universidades, en general es para todas las instituciones de educación superior . hacer investigación con nosotros Entonces nada más"
Juan Carlos Moreno Ceceña,"Buenos días. Juan Carlos Moreno Ceceña, director de educación del Colegio de Posgraduados. El Colegio de Posgraduados somos una institución de ciencias agrícolas.Ofrecemos actualmente 33 programas de posgrado desde especialidades hasta doctorado y bueno, celebro el discurso de la doctora Rosaura. Quiero comentarles que en el Colegio de Posgraduados teníamos nuestras reservas o nuestros temores respecto a estos modelos de educación híbrida, mixta o totalmente a distancia."
Juan Carlos Moreno Ceceña,"Hoy día estos programas que intentamos ofrecer, bueno, más bien ofrecimos en estos tres últimos años empujados por el fenómeno de la pandemia han sido programas exitosos Hoy tenemos una especialidad con enfoque en la innovación en la parte agroalimentaria con enfoque en desarrollo social y es una de las más demandadas en nuestra institución.."
Juan Carlos Moreno Ceceña,"Asimismo, programas híbridos que nos permiten hacer colaboración interinstitucional y llegar a las poblaciones eh vulnerables que no tienen acceso a este tipo de educación de posgrado. y bueno celebrar también que está en el discurso y no por este tipo de modelos sacrificar calidad por supuesto hay una sesión de presencialidad y en la cual nuestro enfoque es trabajar en territorios trabajamos bajo el modelo de MAPS que son micro eh zonas de atención prioritaria y donde el quehacer educativo que se genera a través de la investigación y el que se aprende en el aula se aplica en ese territorio para mejorar la calidad de vida de la población de un territorio entonces celebro doctora que coincidamos en el discurso y en la práctica del Colegio de Posgraduados y creo que a las instituciones nos queda el reto de hacer mayor interinstitucionalidad muchas gracias"
Participación del Foro  Estado de México,"En el Estado de México nos encontramos con una educación superior a la que en un año le hemos dado ya un giro hacia la parte académica, dejando atrás otro tipo de prácticas, pero creo que estamos tocando ya nuestro techo. Son instituciones que no hacían investigación. Hemos empezado con la investigación, tiene sus límites porque requiere inversión, requiere equipamiento, requiere apoyo para docentes, para académicos, para investigadores, y estamos eh preparando un documento para la gobernadora para buscar apoyo en esa dirección e insertarnos en esta red ecos tan necesaria a la visión, porque la innovación solo puede ser planteada a partir justamente del impacto en la sociedad, en la economía, en todas las regiones como se plantea justamente la red ecos. festejo, festejo esta orientación, festejo el ascenso de la ciencia justamente a nivel de secretaría y la visión que tiene hoy en el gobierno federal. Coincidimos en el estado de México con esa necesidad y estamos caminando en esa dirección. Muchas gracias."
Participación del Foro de Durango,"Muy buenos días, este con su permiso doctora Carmen, este un gusto saludar también a la a la doctora Rosaura, a todos mis compañeros y compañeras. Muy buenos días. Reciban un cordial saludo de parte del doctor Esteban Villegas gobernador del estado de Durango y pues bueno, este únicamente sumarnos a a lo que ya se con partió del festejo, pero sobre todo la emoción y sobre todo el compromiso para poder coordinar los trabajos para hacer precisamente que las humanidades, la ciencia, la tecnología y la innovación impacten directamente en la vida de los mexicanos y que tengamos una mejor sociedad."
Participación del Foro de Durango,"Compartirles, doctora Carmen, doctora Rosaura, que precisamente en estos días, ayer inauguramos en Durango el primer encuentro estatal de humanidades, ciencia, tecnología, innovación e investigación. Nos están acompañando, de hecho hoy el doctor Francisco Cervantes Pérez, coordinador del sistema universitario multimodal de la Universidad Rosario Castellanos. Vamos a platicar con ellos para ver cómo transitamos y nos sumamos a lo que de alguna forma ya se ha platicado y de igual forma estamos trabajando con el doctor Feliú Avino para ver cómo consolidamos y habilitamos los diferentes cuerpos académicos."
Participación del Foro de Durango,"Compartirles que la intención del gobierno del estado de Durango es generar una política pública estatal que pueda garantizar el acceso a la educación a nuestros jóvenes, su involucramiento en líneas de aplicación y generación del conocimiento a través de los cuerpos académicos. y que todo ello de la mano junto con las eh con las empresas pues puedan garantizar pues que todo ello pues les ayude a su formación, pero sobre todo a vivir mejor."
Participación del Foro de Durango,Entonces este festejamos eh y pues bueno esperamos que por ahí tanto el doctor Feliú como el doctor Francisco les puedan llevar los retos que por aquí ya este hemos establecido en Durango y poderles este seguir colaborando a lo que nos ha este encaminado también nuestra presidenta. Entonces reiterarnos a la orden y felicidades y cuenten con Durango para todo lo que viene en este sentido. Muchísimas gracias por el espacio.
Dionisio Toledo de Chiapas,"Muy buenos días a todos. Gracias doctora Carmen. Hablo en nombre de las universidades interculturales. Yo represento a la Universidad Intercultural de Chiapas en el estado de Chiapas, pero es muy importante y muy digamos agradable escuchar esta información que nos brindan, sobre todo viniendo de la doctora Rosaura, sobre este proceso de transformación que está llevando a cabo la educación superior en todo México. para nosotros, como universidades interculturales —tanto la Afro Universidad, la Universidad de Lenguas Indígenas de México, así como también la Comunal de Oaxaca— pues estamos siempre sumándonos a esta gran construcción que preside nuestra presidenta y que estamos trabajando desde el territorio, y nos sumamos también a este proceso de transformación."
Dionisio Toledo de Chiapas,"Sobre todo, pues también es importante reconocer el acto muy importante de nuestro expresidente Andrés Manuel López Obrador sobre la reforma constitucional del artículo 2, ¿no?, sobre el tema de los derechos de los pueblos indígenas en este proceso de la participación colectiva en la construcción de las políticas públicas. Y creo que estamos en un tiempo muy importante para poder incidir en todos los territorios donde a lo largo de la historia pues han sido también discriminados, excluidos en la toma de decisiones para toda la definición de las políticas educativas. Pues agradezco mucho esta participación y la verdad que nos alienta; esto es algo que va a ayudar mucho para poder fortalecer la educación superior en todos los rincones de nuestro país. Muchas gracias."
Carmen Eneida Rodríguez,Ya no tenemos intervenciones en línea eh si gusta usted eh doctora Rosaura y abrimos otra ronda. Gracias.
Rosaura Ruiz Gutiérrez,Muchas gracias a todos por sus comentarios. Yo sé que voy a contar con su apoyo. Lo tengo muy claro porque además ya nos conocemos de tantos años. me da gusto que el primero que que habló fue el el doctor Sánchez de Cimesta y y bueno yo quiero recordar que fue uno de los primeros proyectos que hicimos con el modelo centro de de estudios sobre el envejecimiento que a todos nos preocupa mucho a unos más que otros pero sí nos preocupa porque bueno ahí entre otros temas van a están trabajando sobre Alzheimer sobre enfermedades crónico degenerativas que pues que cada vez que la la la la esperanza de vida avanza pues también avanzan algunas enfermedades ¿no? el Parkinson.
Rosaura Ruiz Gutiérrez,Entonces bueno con con el Cimesta y la SEP y con así también hicimos este centro que es magnífico que tiene los laboratorios de primer nivel como prácticamente a de de desarrollo mundial y que ahí la fue la primera vez que intervenimos con esta idea de que no fuera solamente el CINVESTAV sino también la UNAM el Instituto Politécnico la eh bueno los institutos de salud naturalmente los institutos de salud como nutrición como geriatría como el el mismo centro de enferme de de medicina genómica rehabilitación pues todos tienen que ver también con el proceso de envejecimiento. Imagínese la rehabilitación qué qué importante es para las edades avanzadas sin duda y por eso me da mucho gusto y que sigamos trabajando así. La idea ahí fue hacer el edificio que es precioso por supuesto muy bonito además de desarrollado tecnológicamente el propio edificio pero ahí hay laboratorios de la UNAM hay laboratorio de nutrición hay laboratorio de medicina genómica.
Rosaura Ruiz Gutiérrez,"Ese es el modelo ecos ¿me entienden? O sea en lugar de que también la UNAM haga un edificio un centro de envejecimiento no pues que lo haga con ellos y estamos aprovechando toda la experiencia de esas universidades la experiencia del propio Cimesta que no me cabe duda es una de las instituciones productoras de conocimiento científico tecnológico más importante del país y que colaboren entre todos. Ese es el modelo. Sí, yo creo que ahí fue la primera gran experiencia que tuvimos y bueno, le agradezco mucho que, además, sigamos y que otros institutos también puedan participar."
