Participante ,Dialogo
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Las convocatorias de la SECIHTI representan un instrumento estratégico para articular de manera efectiva el sistema nacional de ciencia, humanidades, tecnología e innovación con el sistema de educación superior."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación",tecnológico en instituciones de educación superior.
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","En 2025 se aprobaron 1831 proyectos con una inversión total de 2672 millones de pesos, en total participaron, o sea, lo quisiera señalar que este número de 1831 proyectos no se había aprobado en la historia de mi de Conacyt y evidentemente ahora con SECIHTI tuvo un aumento muy importante."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Quiero destacar también el crecimiento que está teniendo la Universidad Nacional Rosario Castellanos, a poco más de un año de gobierno de la doctora Claudia Sheinbaum."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Al ciclo 25 2, su matrícula asciende a 77,025 estudiantes en licenciatura y posgrado."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","De ellos, 63% son mujeres y el 37% hombres, distribuidos en 36 programas de licenciatura y 15 de posgrado, cinco especialidades, siete maestrías y tres doctorados."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Ya están en funcionamiento unidades académicas en la Ciudad de México que ya conocíamos, vamos a hacer una más en Tlalpan."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Está la primera que estuvo fuera era de Comitán de Domínguez en Chiapas, inauguramos recientemente la de Tijuana, la de Chalco, la de Chimalhuacán y Naucalpan de Juárez, Estado de México, la de la se inicia la construcción y se va a inaugurar pronto la de Teotihuacán, Tlaxcala y la de Soledad de Graciano, San Luis en San Luis Potosí y Canasín en Yucatán."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación",La Rosario Castellanos es una universidad que expande horizontes y que expresa la vocación del gobierno de la doctora Sheinbaum de llevar la educación superior donde más se necesita.
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación","Otro tema prioritario que hemos abordado desde la City es la educación dual, en conjunto con la SEP, la ANUIES y el Consejo Coordinador Empresarial, firmamos en enero de este año un acuerdo para fortalecer la formación profesional y atender las necesidades del sector productivo nacional."
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación",Quiero destacar también que los centros públicos de investigación de la secihti han participado activamente en las mesas de trabajo del Consejo Educativo para la transformación productiva y la innovación y que tienen como objetivo principal identificar las necesidades de formación en el sector productivo para actualizar los planes y programas de estudio y diseñar programas curriculares acordes a los nuevos a los nuevos retos de la formación profesional.
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación",Con esto dejaría el informe que quería señalar sobre todolos foros que hicimos para discutir cómo vamos a evaluar y cómo vamos a distribuir las becas de posgrado.
"Dra. Rosaura Ruiz Gutiérrez, Secretaria de Ciencia, Humanidades, Tecnología e Innovación",Cualquier pregunta estoy a sus órdenes. Gracias.
Presentador ,Agradecemos sinceramente las palabras de la doctora Rosaura Ruiz.
Presentador ,"Ahora, para dar inicio formal a esta 17a sesión ordinaria del Conaces, damos la palabra al secretariado técnico, conjunto de este órgano colegial."
Presentador ,"Hace uso de la voz el secretario de Educación Superior, doctor Ricardo Villanueva Lomelí."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Bueno, pues muy buenos días a a todos los miembros de este consejo, agradecemos sinceramente la asistencia de todas y todos ustedes, tanto de quienes se encuentran aquí presentes como los que participan por la video de la videoconferencia."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Les reiteramos en verdad la más cordial bienvenida a esta sesión del Conaces.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Por instrucciones del maestro Mario Delgado, secretario de Educación eh de la Secretaría de Educación Pública y coordinador de este órgano colegiado, iniciamos con la verificación del quórum de la sesión."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Al respecto, les informo que de conformidad con el artículo 52 de la Ley General de Educación Superior relativo a la integración del Conaces, siendo las 10 horas con 21 minutos del día 24 de septiembre de 2025, se declara que existe quórum para la instalación de la 17a sesión."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Del Consejo Nacional para la coordinación de la educación superior con CONACES.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Por lo que los acuerdos tomados serán válidos y de pleno derecho.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Se solicita, por favor, que se proyecte para su consideración la propuesta del acuerdo."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Acuerdo que dice, los integrantes del Consejo Nacional para la coordinación de la educación superior con ases, aprueban la instalación de su 17a sesión ordinaria al existir el quórum legal para sesionar."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Bueno, más bien se les pregunta si hay algún comentario respecto a este acuerdo, ¿no, verdad? Solo información."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","De no haber ningún acuerdo, este,"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","digo, de que no hay ningún comentario, perdón."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces, se somete a votación el acuerdo proyectado,"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","los que estén por la negativa, sí van a manifestar no levantando la mano."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Si me ayudan por la negativa primero, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",¿Alguna abstención?
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Si hubiera alguna me avisan en en las pantallas, ¿verdad?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Okay.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Bueno, al no haber ninguna activa, eh, ni ninguna abstención, quiere decir que se aprueba por unanimidad eh por la afirmativa este acuerdo, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Para seguir con el desahogo del orden del día y de no tener inconveniente, me gustaría cederle la palabra al doctor Luis Armando González Placencia, como parte de este secretariado técnico conjunto y aprovecho para agradecerle una vez más la anfitrionía a la Nuyes por recibirnos aquí en su casa."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Muchas gracias, Luis Armando."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Gracias, subsecretario."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Muy buenos días a todas y todos, bienvenidas, bienvenidos a la Nuyes, siempre es un placer poder tener estas sesiones aquí."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, bueno, pues vamos a la al siguiente punto del orden del día, lectura y en su caso aprobación del orden del día, que les fue enviado con anticipación, lo vamos a proyectar solamente para que ustedes lo tengan a la vista, pero más bien eh, les preguntaría si hay alguna, algún comentario en torno al orden del día."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Si no lo hay, entonces podemos pasar a la votación respectiva."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, quienes estén en contra del orden del día."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, abstenciones."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",A favor.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",Aprobamos entonces el orden del día por unanimidad.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Y pasamos al punto número tres, relativo al acta de la sesión anterior, igualmente el acta les fue enviada con anterioridad."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, igual les pregunto si hay algún comentario en relación con el acta, alguna modificación."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Si no la hay, entonces igualmente podemos pasar a el acuerdo respectivo."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",que sería el acuerdo.S.o.conaces.17a.3.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",El conaces da cuenta de la presentación y aprueba el acta de su decimosexta sesión ordinaria.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",Quienes estén por la negativa
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",Abstenciones.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",Aprobamos por unanimidad entonces. Estupendo.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","En lo que toca el punto número cuatro, el secretariado técnico conjunto les presenta un cuadro que contiene el seguimiento de los acuerdos del conaces.Este cuadro lo vamos a ver ahora en pantalla, pero mientras tanto, eh voy a a ir haciendo los comentarios pertinentes."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","El primer acuerdo es el S.O.conaces.5a.6 relativo a los avances en la armonización normativa en las entidades federativas.Se hace del conocimiento de ustedes que una vez que fue instalada la comisión del conaces encargada del acompañamiento a las coepes, la información con que cuenta el secretariado técnico conjunto respecto al estado que guarda la armonización de las legislaciones locales, ya le fue turnada al presidente de esa comisión, que fue recientemente instalada, para que sirva de insumo en los trabajos de acompañamiento en esa materia y con el fin de ayudar a que se avance con la mayor rapidez en la armonización de las legislaciones locales."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES",El siguiente acuerdo del que daremos cuenta es el S.O.conaces.10.6 que se refiere al informe establecido en la fracción 20 del artículo 49 de la Ley General de Educación Superior.
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Este secretariado técnico conjunto informa que con la publicación del programa sectorial de educación 2025-2030, el pasado 5 de septiembre, y con la actualización de los perfiles estadísticos de las 32 entidades federativas correspondientes al ciclo escolar 2024-2025, se continuará con los trabajos de preparación del informe sobre el estado que guarda la educación superior, alineándolo a lo establecido en el programa sectorial referido."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, finalmente el acuerdo S.O.conaces.16.5, mediante el cual el conaces aprobó la propuesta de comisiones de trabajo del conaces, así como su mecanismo de integración. Sobre este asunto, en sus carpetas sobra un informe ejecutivo que da cuenta del proceso de instalación de dichas comisiones en cumplimiento al acuerdo mencionado."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Aquí eh, eh quisiera detenerme un poco para comentar este eh este informe, eh para lo cual abro la posibilidad de que alguna o alguno de ustedes haga algún comentario."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Si no, entonces les pediría que se manifestaran en relación con la aprobación de este seguimiento de acuerdos."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, quienes estén en contra."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Eh, abstenciones."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","A favor, ahora sí."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Lo aprobamos por unanimidad, muchísimas gracias."
"Dr. Luis Armando González Plascencia, Secretario general ejecutivo de la ANUIES","Bueno, para continuar con los puntos siguientes, le devuelvo la voz al doctor Ricardo Villanueva."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Muchas gracias, Luis."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Bueno, ahora nos gustaría presentarles y también conocer la opinión de todos ustedes sobre dos temas que enmarcan la estrategia nacional para la educación superior a lo largo de la vida, que como ustedes saben, ha sido una prioridad que hemos marcado desde la Secretaría de Educación Pública y de la presidencia de la República."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Y el primer microcurso que vamos a poner en esa plataforma a disposición de los más de 5 millones de estudiantes de educación superior, trata sobre la salud mental y la prevención de adicciones."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Gobierno de la República.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",La campaña por la paz y contra las adicciones que moviliza a todas las instituciones públicas para realizar acciones que atiendan el tema de la salud mental en las y los jóvenes y que contribuyan a la construcción de la paz.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","En segundo lugar, como ya mencionaba, porque se trata del primer microcurso que vamos a lanzar como parte de toda la estrategia nacional de educación superior a lo largo de la vida, que representa un cambio de paradigma en la forma en que las autoridades educativas y las instituciones de educación superior concebimos los modelos de enseñanza aprendizaje."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Así pues, se trata de un microcurso al cual estamos dedicando todo nuestro esfuerzo en su diseño y vamos a requerir de todo su apoyo de forma decidida para que en un tema tan importante como lo lo es la prevención de las adicciones llegue a cada aula y a cada estudiante de educación superior del país."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",La aspiración que tenemos desde la Secretaría de Educación es que lo cursen todas y todos los universitarios del país
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",Queremos que sea un curso que llegue a los 5.5 millones de mexicanos.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces, eh, les estamos proyectando eh este microcurso y en verdad quiero agradecer eh la coordinación, bueno, pues ha sido parte de la Secretaría de Educación,"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","pero todos los contenidos disciplinares de este curso lo ha diseñado la Secretaría de Salud con Conasama, con el Instituto Nacional de psiquiatría, con los eh principales expertos de todo México sobre este tema,"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","la parte disciplinar eh ha sido guiada por ellos y desde la presidencia de la República, en una mesa que se instaló en la presencia en la presidencia de la República, eh donde la maestra Leti Ramírez ha coordinado eh la estrategia nacional, donde se han hecho esfuerzos en educación básica, en educación media y ahora este eh de educación superior."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",En el camino eh la Secretaría de Salud fue advirtiendo que el tema del crecimiento del del consumo de metanfetaminas se daba en mayor medida o se está dando en mayor medida en mayores de 18 años.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Por lo tanto, es un segmento poblacional que obedece a la educación superior."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces, por eso se nos pidió redoblar un esfuerzo, porque ya se han hecho campañas en educación básica, en educación media,"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ",si nos podemos regresar a la lámina que estábamos.
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Este y bueno, eh eh a partir de ahí se empezó a diseñar un curso para eh estudiantes de educación superior, que es donde están los mayores de edad y es donde está el mayor crecimiento de consumo de metanfetaminas, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Eh, la parte de diseño curricular y producción digital, en verdad quiero agradecer infinitamente a la Universidad Nacional Autónoma de México y al Tecnológico de Monterrey y a toda su comunidad, a sus académicos, a sus equipos, expertos, eh eh por el esfuerzo que han hecho para hacer todo el diseño curricular y la producción digital."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Eh, debo decir que hasta en vacaciones, en los periodos vacacional, eh estuvieron trabajando para poder estar a tiempo."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces yo desde aquí quiero eh a cada maestro, a cada experto de estas dos instituciones que hasta sus vacaciones las dedicaron para hacer todo el storytelling, para transferir esas unidades de aprendizaje en un diseño instruccional eh eh y se ha intentado que sea con los mejores."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","La verdad es que las dos instituciones que hasta hoy en un tema de microcreenciales más éxito han tenido en México, sí son el Tecnológico de Monterrey y la UNAM, hay que decirlo con claridad, tienen los cursos más exitosos en plataformas como Cursera, ¿no? y tienen un equipos muy profesionales detrás."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces, este curso la verdad sí quisimoos hacerlo del más alto nivel y quiero agradecer a estas dos instituciones y me da muchísimo gusto que una institución pública y una privada se unan para un esfuerzo nacional tan relevante como el tema de la prevención de las adicciones, entonces, al final este va a ser el primer microcurso que podrá tener una constancia con valor ya, que va a ser acreditada por todas estas instituciones. Esta microcredencial va a llevar la acreditación de la SEP, de la Secretaría de Salud, del Tecnológico de Monterrey y de la UNAM, es una microcredencial ahora sí, la duración es de 16 horas."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Eh, esto quiere decir que a nivel curricular, este curso vale un crédito, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Entonces, si alguna institución decide revalidarlo en alguna de sus materias de formación integral, este curso tiene el valor de un crédito, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Eh, la idea es que esté eh distribuido en tres semanas, es un curso que se puede tomar en tres semanas y el objetivo, bueno, pues es brindar a la comunidad estudiantil de educación superior conocimientos, herramientas y estrategias de autocuidado en salud mental para fomentar factores de protección y prevenir el consumo de sustancias adictivas, fortaleciendo el bienestar integral y la promoción de entornos educativos saludables."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Ese es el objetivo del curso es el autocuidado, fomentar,darle las herramientas en 16 horas a todos los jóvenes de los riesgos que hay en el el consumo de estas adicciones, que en gran medida la base viene de un tema de salud mental, que es lo que tenemos que ir previniendo, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Bueno, ¿cuál es la población objetivo? 5.4 millones de estudiantes de las instituciones de educación superior."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Eh, ojalá y los 5.4 millones de estudiantes de nuestras aulas tomen este curso, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior, ","Y por eso es que les vamos a pedir la ayuda a cada uno de ustedes. La modalidad, pues es un curso online masivo y abierto, impartido en la nueva plataforma Saberes.mx, con videos, testimonios, actividades de aprendizaje interactivas y evaluaciones. En más es un curso en el que hemos tratado de no escatimar en la producción, en el diseño instruccional y en los contenidos de este curso."
