Participante ,Dialogo
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","Reciban un saludo, un caluroso saludo de la maestra Leticia Ramírez Amaya, secretaria de educación pública."
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",Me da mucho gusto estar con ustedes en esta decimotercera
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",la sesión ordinaria de este órgano colegiado de deliberación y consenso establecido en la ley general de educación superior
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","que atiende una deuda histórica del Estado con las y los estudiantes, maestros y comunidades de las instituciones de educación superior"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","la última sesión de la presente administración, la creación de este consejo ha posibilitado una renovada gobernabilidad basada en la participación y la construcción colectiva"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","a diferencia de una insuficiente coordinación que estableció el marco legal anterior, que estuvo vigente por más de 40 años, hoy el Conaces es una instancia vigorosa con plena legitimidad y autoridad"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","para conducir el desarrollo de la educación superior con visión de largo plazo, articulando esfuerzos, recursos y voluntades para instrumentar lo establecido en el nuevo marco legal"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","que incluye, entre otras cuestiones, impulsar la armonización de las legislaciones estatales en materia de la Ley General de Educación Superior, la creación de los programas estatales de educación superior"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","la observancia de los criterios y principios establecidos también en el Programa Nacional de Educación Superior, elaborar una propuesta técnica para transitar hacia un nuevo modelo de financiamiento"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","y una ruta crítica para avanzar en su instrumentación que incluye el conocimiento, involucramiento y compromiso de todos los actores de educación superior; construir un registro nacional de opciones para la educación superior"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",con información certera y actualizada sobre la oferta educativa y los espacios en las carreras de las instituciones públicas y particulares de todo el país; fortalecer la planeación de la educación superior en las entidades federativas
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","continuar con el impulso a la igualdad sustantiva, la no discriminación y el acceso de las mujeres a una vida libre de violencia en todas las instituciones; el establecimiento del espacio común de la educación superior"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","la instrumentación del sistema de evaluación y acreditación de la educación superior, así como el impulso de otros temas estratégicos que permiten fortalecer la pertinencia de la oferta educativa"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",con respecto a los problemas y necesidades de sus entornos y orientar la participación de las instituciones en las prioridades del desarrollo integral del país. Es importante reflexionar en las tareas que aún quedan pendientes
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","como son la ampliación de la matrícula, el avance hacia la gratuidad de la educación superior, consolidar un sistema de evaluación, fortalecer el trabajo en la inclusión, la equidad, la interculturalidad"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","así como la erradicación de la violencia de género, entre otros. También son necesarios compromisos a largo plazo para avanzar hacia renovados esquemas de formación profesional con sentido social"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",bajo este principio habrán de ampliarse y reorientarse los modelos de formación dual y atender las vocaciones productivas de las regiones hacia el impulso de una economía para todas y todos
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","Asimismo, se requiere estrechar la coordinación y colaboración entre autoridades educativas y científicas para la construcción de una nueva generación de políticas que impulsen la investigación"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública",el desarrollo tecnológico y la innovación con un enfoque centrado en el bienestar. Desde la Secretaría de Educación Pública estamos convencidos de los avances alcanzados en la educación superior
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","y del compromiso de las autoridades, las instituciones, las y los docentes y estudiantes para lograr que la educación superior se convierta en un poderoso factor para la transformación social, económica y política del México que estamos construyendo. Gracias por su participacióny que esta reunión permita fortalecer los compromisos con la educación superior, con sus instituciones y con sus comunidades. "
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Muchísimas gracias, doctora Salinas. Eh, quisiera, además de saludar, ya vieron el el presidium que tenemos hoy, sí, cuatro y cuatro ¿no? Estamos aquí eh, los saludo y ya no no menciono todos sus nombres, ya los conocen y las conocen ustedes. Eh, quisiera agregar a esta presentación el honor que hoy tenemos de que nos acompañe Félix García Laussín"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","que es el coordinador, Félix, por favor ahí que levante la mano, coordinador del Espacio Iberoamericano del Conocimiento de la Secretaría General Iberoamericana, la SEGIB. Y entonces está hoy aquí, Félix es para nosotros un honor también eh en esta ocasión"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",eh además de dar una pequeña introducción a los temas que vamos
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",a tratar como hemos ido haciéndolo costumbre eh tenemos que abordar eh y darles eh un agradecimiento especial y por delante de la reunión a por su colaboración a todas y todos ustedes
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","realmente eh hemos hecho equipo y eso es fundamental, un equipo que se va renovando en cierta eh medida eh que cuenta con estudiantes, con profesores, con directivos, es en un modelo que no buscando ni los equilibrios ni tampoco una cierta determinación de público sobre privado, sino la presencia del conjunto de los sujetos, así le prefiero llamar yo y sujetas también de eh la educación superior se encuentren presentes."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","a todas y todos de verdad un muy fuerte abrazo ha sido eh un gusto, eh trabajar todos estos años juntos, ya la decimotercera, pues ya ya dice bastante de que cumplimos en tiempo y forma con toda la la estructura,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","pero lo que vale es eh que también seguimos utilizando este método de presencial y a la distancia,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","lo que nos facilita entonces una participación también podríamos decir más plena eh que rompe de alguna manera con el centralismo, hubiéramos querido en algún momento acariciamos la idea de reunirnos en alguna otra entidad federativa, pero para evitar los celos"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",porque no íbamos a alcanzar a visitar varias eh lo fuimos dejando y sobre todo con la generosidad de la
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","ANUIES, ¿sí? que también muestra y en ese sentido queremos subrayarlo la construcción de una eh de un consejo que eh cuenta con la participación en su dirección en su secretaría ejecutiva cuenta con la participación"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","de una entidad, de una organización eh de corte civil, podemos decir, así también para entendernos en términos de la nomenclatura que normalmente se utiliza para construir un consejo en este sentido que hemos ido subrayando de ampliar el estado, de ese estado ampliado que nos permita entonces la construcción de una política pública que no es política gubernamental, precisamente para romper con el equívoco"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","más que común de creer que las políticas son públicas porque son gubernamentales, no son públicas porque logran esta fusión entre lo llamado estrictamente público, lo particular, lo que tienen que ver con el planteamiento de los distintos sectores que se les llamó en otros tiempos eh que componen nuestras comunidades para establecerse en la construcción de una gran comunidad que nos permita efectivamente"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","eh la gubernamentalidad dado que era el punto central que queríamos nosotros construir.A propósito, nos separamos del concepto de gobernanza,sí, que habla de cómo administras para que todo siga igual."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Perdónenme, y lo digo y también eso tiene que hacer un gobierno,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","mantener la gobernanza, pero aquí queríamos ir más allá y entonces utilizamos este concepto de gubernamentalidad que es un"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","poco más complicado y rimbombante, lo pueden usar para ligar, ¿no?"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","unos y otros, ¿no? por ahí, pero que sirve esencialmente para plantearnos eso, el ejercicio pleno en la construcción de una política pública que tiene que irse transformando y que tiene que ir profundizando en los distintos aspectos que tienen que ver con la eh educación pública."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Como ya lo dijo Gisella y perdón por la confianza,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","pero también es el cariño que nos hemos desarrollado en este tiempo, poco tiempo, si se quiere por por lo intenso, pero eh importante eh con nuestra secretaria Leticia Ramírez Amaya."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",eh de construir y presentar resultados como verán ustedes sin ningún sentido de apabullar con esos buenos resultados.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","O sea, lo que quiero decir es que la parte de y es nuestra responsabilidad,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","así como nos lo planteó el presidente, no es un cargo sino un encargo y entonces en esa perspectiva haber logrado lo que hemos eh pre lo que vamos a presentar como avances es aún limitado,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","por eso me encantó que Gisela también mantuviera esto de sí, muchos logros, felicidades, pero tenemos pendiente y efectivamente tenemos eh todavía grandes pendientes que estamos muy contentos, ha recogido nuestra presidenta electa,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","varios de ellos, hemos ido avanzando en la construcción junto con ANUIES eh y con la también distintas expresiones de nuestra comunidad como son la organización fue en flaxo con Gloria que se hizo la eh"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",de reunión también con el que va a ser
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","el secretario de educación pública con Mario Delgado, el maestro Mario Delgado,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","para presentarle eh distintas perspectivas, lo mismo se hizo aquí ya en un par de ocasiones eh con ANUIES"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","para trazar cuáles son los grandes pendientes, también para exponerle los avances, lo mismo hemos ido haciendo, pero nosotros sujetos a un calendario de transición todavía por cumplirse efectivamente."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Con ello eh quisiera yo eh decirles que eh en esta administración eh dirigida evidentemente y para nosotros con un gusto enorme haber eh sido parte de este gran equipo que el día domingo va a presentar su último informe,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","estoy refiriéndome obvio a el presidente Andrés Manuel López Obrador. Ustedes verán que por mi estilo no no no lo tengo en la punta de la lengua para estarlo mencionando todo el tiempo, pero es obvio que eh"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",estamos en ese equipo y en su expresión aquí en nuestra secretaría con la maestra Leticia Ramírez Amaya eh
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","es para nosotros el día de hoy un día también y lo digo así, fíjense, de fiesta porque estamos en la gran devolución a todas y todos ustedes de algunos de los rasgos que nos parecen centrales y que"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","representan cómo plantearse seguir adelante en esa política de Estado. Estos seis años eh casi seis años sin duda han significado para la educación superior y lo digo con plena conciencia, un parteaguas, pues se ha logrado avances muy significativos, empezando por el cambio fundamental y eh hay que subrayarlo de nuestra constitución en la que se le dio un carácter a la educación superior de"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","nada menos que derecho humano, pero de obligatoriedad también y esto obliga,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","perdón por usar ahí los términos en ese sentido,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",obliga al estado no solamente
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","a plantearse como el que traza cómo eh van y cuáles son los rumbos de la educación en general,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","al hacerla obligatoria es obligatoria desde el estado, no desde la sociedad, cuidado, sí, hay una diferencia con educación básica, ¿no?"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Se entiende, hay aquí la obligatoriedad está y parte de la potestad del estado"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",de ser el que rija la educación
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","superior en su conjunto y subrayo del Estado, no del gobierno"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",y es en ese sentido con la obligatoriedad que se plantea y es absolutamente legítimo
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",a pesar de que se haya hecho un planteamiento realista en términos económicos de que
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",no hay obligatoriedad si no existe la gratuidad y el compromiso entonces de generar las condiciones para esa obligatoriedad.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Entonces hay que decirlo, es aproximadamente hay 300.000 estudiantes que siguen queriendo entrar a la educación superior y que no logramos que se integren a la educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Esto es fuerte, estamos ya en 5,4 millones de estudiantes en educación superior, si llegaríamos a los si lográramos estos 300.000,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",casi a los 6 millones de estudiantes en educación superior que hoy reclaman ingresar a la educación superior.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Cuidado, se quedó atrás el concepto del rango de edad, ¿verdad? Y creo que se quedó atrás porque la pandemia hizo que aflorara la nuestra realidad,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","que es eso, la realidad en la cual tenemos que movernos y a la que tenemos que responder y tiene que ver esencialmente y esto es fundamental con eh una relación con el mundo del trabajo de la cual también tenemos que hacernos responsables."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","en términos de educadores y de la educación superior muy especial, donde tenemos estudiantes que en realidad son trabajadores-estudiantes."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Sí. Más que estudiantes-trabajadores, hay un porcentaje elevadísimo y ahí está el gran estudio que seguimos saludando por lo general que lo lograron de la Universidad Autónoma de Nuevo León que hizo todo un estudio de dónde provenían cada una de sus estudiantes y estudiantes eh logrando plantearnos toda una perspectiva eh muy importante de la edad promedio también, ¿no? y saludo está aquí con nosotros Almita, ¿no? de de de la Rosario de la Universidad Rosario Castellanos de la ciudad de México eh el promedio en la ciudad de México nada menos si de edad de los 118% de 26 años."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Entonces estamos hablando de otro universo de estudiantes.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Si nos vamos a las particulares y vemos también sus promedios de edad, encontramos que hay un estudiante que no se mueve nada más en el rango de los 18 a 23."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Hay que decirlo también en términos, digamos de la psicología educativa, que la visión constructivista piagetiana eh además de que ha tenido toda una evolución de lo que hoy psicológicamente son los jóvenes en en en su adolescencia y los rasgos de estas nuevas adolescencias que hoy vivimos y sufrimos los padres, ¿verdad?"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Este tiene que ver con toda una perspectiva fundamental en la cual eh la maduración, la idea de cómo hay una relación entre las instituciones de educación superior y el mundo del trabajo y en general con la educación para la vida, el otro elemento de aporte de nuestra constitución han sido"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",centrales y que fueron recogidas en nuestra Ley General de Educación Superior
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",que eh dejó de lado aquella ley de coordinación publicada nada menos que en 1978.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","O sea, dimos un salto eh ajornamos como eh se puede decir, actualizamos toda la la la visión que sobre la educación superior"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","y eso nos da eh una posibilidad, por supuesto, perfectible para transformarnos a futuro."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","La instrumentación de esa Ley General de Educación Superior eh no es fácil, ¿no? Ustedes entenderán cuando tendríamos la dispersión que se nos planteó,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","pero la agrupación en tres eh grandes, digamos, conglomerados de instituciones de educación superior por ciertas vocaciones nos pareció que era un acierto,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",pero que a la vez había que tener mucho cuidado en que esta se nos instalara como tal y entonces acabaríamos teniendo tres sistemas
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","temas de educación superior, uno tecnológico, uno para las universidades e interculturales, ¿no? como está planteado y uno de formación de formadores."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","O sea, un avance, agrupamos de cierta manera para crear sinergias, pero sería un error que estas se convirtieran en algo que se nos instalara y que por tanto eh quedáramos en esa evolución de la educación superior en nuestro país eh fuera del propósito central que es crear un gran sistema de educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Que por supuesto y cuando saludamos a Félix hace un momento o es internacional o no es educación superior.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Entonces aquí complejizamos nuestra perspectiva. O sea, desde nuestro punto de vista, la ciencia, el desarrollo de las humanidades, el sentido general de la educación superior tiene una perspectiva internacional porque tiene un fundamento en un universal posible, ¿sí?"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Que nos genera precisamente esa condición de humanidad o no es educación superior, ¿sí? para nosotros. Educación técnica puede ser tal, educación normal o lo que sea, pero tendríamos ahí un serio eh problema."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Ahora eh dicho esto eh los integrantes de este órgano, de este consejo han sido rotados eh al menos en dos ocasiones conforme lo establece la ley y los lineamientos de este consejo y han dado importantes resultados como lo veremos más adelante."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Sin duda quedan muchas tareas que realizar como veníamos diciendo y nos subrayó con gran tino eh Gisela y objetivos que alcanzar, pero confiamos que durante este gobierno, la administración de una científica de una eh estudiante universitaria comprometida con la transformación de su propia universidad y del conjunto eh siendo presidenta de este país con esas características y la obvia y que hemos ido subrayando de los tiempos de mujeres eh hace que la perspectiva que se nos plantea sea fundamental."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Lo mismo diríamos y saludamos desde aquí también lo invitamos con informalidad porque aún no logramos la transición, pero también le corrimos la invitación, no podían hoy porque precisamente iban a ver a la doctora Claudia Sheinbaum, al doctor al maestro Mario Delgado Carrillo como titular de esta dependencia a partir de el primero de octubre."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En esta comunidad de esfuerzos creemos que se generarán las condiciones, las nuevas políticas también por venir encaminadas a consolidar aún más el desarrollo de la educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Creo, confío plenamente en que nuestra presidenta también será una presidenta de la educación superior por las propias características que ella ha desplegado a lo largo de su vida por su propia práctica, por su profesión directa, creo yo que esos rasgos también marcan a las personas y hay que distinguirlo también nos será muy importantes."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Permíteme mencionar entonces dicho esto brevemente los temas que tocaremos en esta sesión. En primer lugar y precisamente por el cambio de gobierno que tendrá lugar en los próximos días se ha considerado pertinente destacar un punto para hacer un balance general de los resultados de esta instancia colegiada y al mismo tiempo anunciar las tareas pendientes para dejarlas ¿no? bien planteadas y además en una perspectiva de continuidad que se la da la propia estructura de este consejo.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Continuaremos dando cuenta de los insumos necesarios para llevar a cabo el proceso de renovación de los integrantes del Conaces en
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",y de aquí al primero
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","de octubre, bueno, al 30 de septiembre para los años 2025 y 2026,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","para las instituciones de educación superior públicas y privadas, así como para académicos y estudiantes."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","A continuación, se informará sobre los avances del programa de trabajo de este consejo, para lo cual hemos incluido tres temas:"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","el modelo mexicano de movilidad humana, el relativo a la promoción, protección y garantía de los derechos humanos en las instituciones de educación superior"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","y los avances sobre nuestro sistema de evaluación y acreditación para la educación superior, el SEAES."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En el primer caso, eh,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","el doctor Enrique Ku González, coordinador sectorial de movilidad y cooperación académica en educación superior, presentará ese modelo mexicano de movilidad humana que introduce un giro"
