Participante ,Dialogo
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Eh, pasando al siguiente punto, eh la presentación y, en su caso, aprobación del seguimiento de acuerdos de las sesiones de Conaces. Como ustedes saben también, una de las funciones de este secretario técnico conjunto es dar cuenta a todos ustedes del estado que guardan los acuerdos aprobados por este consejo. Para dar cumplimiento a lo anterior, en días pasados se solicitó también a ustedes que tuvieran a bien remitir el informe de avances en los acuerdos correspondientes a su ámbito de responsabilidad y, a partir de lo anterior, se integró el informe de seguimiento que también se incluyó en la carpeta y respecto al cual también se sugiere obviar la lectura y someter a su aprobación dicho informe, si es que alguien quiere hacer un comentario."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Pasamos al punto seis, que es la presentación del informe de conclusiones del procedimiento para la integración al Conaces de académicos y estudiantes de instituciones de educación superior y la bienvenida a los mismos, por supuesto. Reconocemos el importante trabajo realizado por los consejos regionales y la comisión de trabajo creada para cumplir con la obligación que establece la Ley General de Educación Superior de promover y garantizar la participación de académicos y estudiantes en las deliberaciones y acuerdos del Conaces. El día de hoy, resultado del proceso de selección desarrollado en las instituciones de educación superior, damos la bienvenida a los 18 nuevos integrantes del Conaces que estarán representando a los académicos y a los estudiantes de los distintos subsistemas previstos en la Ley General de Educación Superior."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Es una representación nacional la que tenemos y, por lo tanto, le pediría a la maestra Ana Lidia Bárcenas Cortés, directora del Instituto Tecnológico de Tláhuac, número tres, coordinadora de la comisión de trabajo cuyo propósito fue hacer la selección final de los nuevos integrantes, presente el informe de dicha comisión y, por supuesto, hacemos un reconocimiento a la maestra Ana Lidia Bárcenas también por este importante esfuerzo. Le cedemos la palabra. Adelante, por favor, maestra Bárcenas."
"Dra. Ana Lidia Bárcenas Cortés, Directora del Tecnológico Nacional de México (TecNM)","Sí, muchas gracias."
"Dra. Ana Lidia Bárcenas Cortés, Directora del Tecnológico Nacional de México (TecNM)","Aquí estoy. Bueno, gracias, este, antes que nada, agradezco la participación también de nuestros compañeros del del consejo, de los consejos regionales de cada una de las zonas."
"Dra. Ana Lidia Bárcenas Cortés, Directora del Tecnológico Nacional de México (TecNM)","Eh, con el presente voy a a a dar el informe respectivo a miembros del presídium, con venia, y a todos los aquí presentes. Finalmente eh, en la sesión realizada, estando los cada uno de los consejos regionales, si me pueden proyectar la diapositiva, por favor, para que la puedan visualizar."
"Dra. Ana Lidia Bárcenas Cortés, Directora del Tecnológico Nacional de México (TecNM)","La siguiente diapositiva, por favor. Bien, bueno, eh estando presentes eh cada uno de los consejos regionales y los coordinadores, junto con los representantes de la ANUIES y las diversas instituciones pertenecientes a este consejo técnico, se eh llevó a cabo el orden del día y, con el quórum presente, se seleccionaron los 18 académicos y estudiantes pertenecientes al Conaces, siendo los eh los estudiantes no seleccionados serán los suplentes de de la misma, en caso de que algún algún estudiante o académico no se puedan presentar a las sesiones. Entonces eh, finalmente, se se deliberó y, tratando de buscar la equidad de género, se seleccionaron 18 integrantes que pertenecen ya al eh ya autorizados al al Conaces y sería cuanto de mi parte. Gracias."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)",Muchas gracias. ¿No sé si alguien tenga algún comentario?
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Pues eh eh se lo agradecemos, se los reconocemos y damos la bienvenida a los académicos y a los estudiantes. Pasamos al siguiente punto, que es la presentación de avances del programa anual de trabajo. El orden del día prevé que en este punto se desahoguen siete temas. Para dar inicio con el primero, cedo el uso de la de la voz a la licenciada Sandra Báez Millán, quien nos comentará sobre los avances en el proceso de armonización normativa en el marco de la Ley General de Educación Superior. Adelante, licenciada, por favor."
Lic. Sandra Báez Millán ,"Muchas gracias. Pues si me pueden proyectar la la presentación, por favor, para que todos podamos ver lo que voy a ir comentando. Eh, como les había comentado la vez anterior, este punto va a ser reiterativo en cada sesión para irles dando cuenta de los avances que en esta materia se van registrando eh con lo que nos van informando los estados o la información que nosotros podemos ir acopiando directamente."
Lic. Sandra Báez Millán ,"Eh, la primera, por favor. Eh, esa no es. Bueno, empezamos con el contenido que yo les voy diciendo. Como ustedes saben, bueno, pues ya tenemos el mandato de avanzar en la armonización en los estados. En esta ocasión no nos vamos a concentrar en los avances que se tienen por parte de la secretaría, sino en darles un reporte a partir de la información en los medios oficiales de sus respectivas entidades federativas, lo que pudimos detectar como algunas reformas eh posteriores a la emisión de la Ley General de Educación Superior."
Lic. Sandra Báez Millán ,"Derivado de ese análisis eh podemos dar cuenta de que actualmente existen nueve entidades federativas que ya tienen alguna reforma en sus leyes estatales de educación eh que tiene que ver con la armonización con la Ley General de Educación Superior y en los puntos en que al menos no claramente se distinguen ciertos aspectos específicos de la Ley General de Educación. Entonces eh superior, perdón, en el caso de Aguascalientes, bueno, pues optaron por la armonización a través del capítulo específico de educación superior ahí podemos ver eh en qué sentido está armonizada y cuáles aspectos específicos todavía no están muy claros en la legislación vigente."
Lic. Sandra Báez Millán ,"En el caso de Chiapas sucede lo mismo, adelante."
Lic. Sandra Báez Millán ,"eh Ciudad de México ya también tiene la parte de la armonización, Durango, Hidalgo y en los casos de Jalisco y Puebla prácticamente eh se retoma la Ley General de Educación Superior porque estos dos casos tienen una ley de educación eh superior específica, ¿sí? Entonces bueno, pues prácticamente es una ley espejo a la Ley General de Educación Superior, la que sigue."
Lic. Sandra Báez Millán ,"En el caso de Quintana Roo la escala, pues de igual manera eh sucede que es en el capítulo de educación superior."
Lic. Sandra Báez Millán ,"Aún cuando ya se pueden advertir estos esbozos en los eh en los esfuerzos por hacer la armonización, podemos identificar inclusive que hay algunos errorcillos por ahí en el caso de Tlaxcala eh se hace una mención todavía a la ley para la coordinación de la educación superior que obviamente bueno ya que quedó este abrogada con la emisión de la Ley General de Educación Superior."
Lic. Sandra Báez Millán ,Entonces todavía hay puntos eh de de oportunidad para avanzar en el tema de la armonización.
Lic. Sandra Báez Millán ,"Eh tenemos más un poquito menos de la tercera parte de avance en esta materia y es por ello la que sigue, por favor."
Lic. Sandra Báez Millán ,"que tenemos una una propuesta que obviamente está sujeta a consideración de todos los integrantes del consejo de avanzar en estas fases que se pueden ver en las diapositivas donde partiríamos quizá de los trabajos que se están haciendo muy fuertes en las COEPES, ¿no? Con toda esta reactivación y reinstlación para proponer desde ahí una especie de ley marco eh con identificando los aspectos esenciales que debe de tener en materia de educación superior la legislación local y tomando en cuenta las particularidades de cada entidad en los temas específicos, las COEPES, las instancias de vinculación, eh todas estas cuestiones que tienen que atender a al estado en particular, ¿no? Los sistemas de educación estatales, etcétera."
Lic. Sandra Báez Millán ,"En una fase dos se está proponiendo y se está trabajando con la jefatura de oficina de la secretaría un trabajo similar al que se llevó a cabo para la armonización de la Ley General de Educación donde se propondrían algunos foros para que no sea solamente un proyecto que surja desde la el punto de vista de las autoridades, sino con todos los actores que conforman la educación superior, ¿no? Que todos tengan oportunidad de participar, de identificar los puntos que les interesa se regulen de manera específica en sus entidades federativas o inclusive por región."
Lic. Sandra Báez Millán ,"Eh la meta que obviamente bueno pues se tiene eh el anhelo de lograr es que este año pudiéramos lograr la armonización de todas las legislaciones, desde luego si atendemos al mandato de la Ley General de Educación Superior, pues el tiempo que nos establecían los transitorios ya concluyó. Entonces la idea es hacerlo en el menor tiempo, pero sí avanzar con todos ustedes. Adelante."
Lic. Sandra Báez Millán ,"Bien, a manera de de ejemplo nada más, eh hemos identificado algunos aspectos de las LGES que tendrían que estar sí o sí en las legislaciones estatales o algunas referencias, ¿no? Eh remisión a los temas sustantivos de la ley general como los criterios, los fines, las políticas, tendría que ver armonía entre los niveles, modalidades y opciones."
Lic. Sandra Báez Millán ,"Por ejemplo una de las leyes en alguna de las entidades eh si bien ya toca el tema de la Ley General de Educación Superior, aún no considera la modalidad dual, la siguen tratando como una opción dual. Entonces eh para efectos después del espacio común de la educación superior de los temas de tránsito, etcétera, sí tenemos que encontrar que todos hablemos de la educación superior con los mismos términos, ¿no? Si que considerar las cuatro modalidades que la ley establece sin perjuicio de que cada estado en su ámbito pues pueda establecer otras modalidades u otras opciones, ¿no? Que es lo que la misma ley permite."
Lic. Sandra Báez Millán ,"Eh bien, eh la anterior todavía no la no la concluimos, ¿no? Por favor."
Lic. Sandra Báez Millán ,"Además de estos puntos eh que tienen que estar como marco general y de coincidencia entre todo lo que es el tipo superior, pues tendríamos que pasar a lo que se va a adecuar por entidad que son más o menos los que ya les había comentado, definición de otras modalidades y opciones, temas de financiamiento concretos, los sistemas locales de educación superior, el programa estatal de educación superior, COEPES, instancias de vinculación e inclusive las relaciones de coordinación que tendría que haber entre los mismos estados y los municipios, ¿no? Adelante, por favor."
Lic. Sandra Báez Millán ,"Bien, la propuesta obviamente para los foros regionales es retomar la regionalización que se está dando aquí en CONACES, está sujeto a ajustes en función de la mejor logística que se pudiera planear, pero en principio esta es la propuesta. Eh adelante, por favor."
Lic. Sandra Báez Millán ,"Y con una especie de cronograma que igual pudiera ser ajustado, pero para que más o menos vayamos eh eh esquematizándolo, pensando en tener esta"
Lic. Sandra Báez Millán ,"propuesta de ley marco en este mes y programar los foros regionales durante julio, agosto quizá, eh prever desde luego también estos temas de las consultas eh que establece la constitución, ya que la ley toca temas sobre inclusión, sobre interculturalidad, sobre nuestras comunidades originarias y tenemos que hacer y tomar en cuenta estas etapas de las consultas para no caer en lo que nos ha sucedido con la ley general de educación y otras normas eh que actualmente tienen capítulos suspendidos, ¿no? Eh bien, eh la meta ilustrativa diciembre del 22. Eh este es el plan que se va a proponer que está sometido a su consideración y en el acuerdo correspondiente eh que se sometería a votación. Muchas gracias."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)",Muchas gracias a la licenciada Báez. Abro el micrófono si alguien tiene algún comentario.
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)",Yo creo que es una propuesta muy muy concreta y muy buena. Tenemos que tener las leyes armonizadas en todo el país este año. Hacemos un exhorto a todas las autoridades de las distintas entidades federativas que todavía no lo han hecho para avanzar en estos foros eh a través de las CUPEs también. No sé si alguien quiere hacer algún comentario.
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","eh muy bien, pasamos al siguiente tema, por lo cual daremos el uso de la voz al maestro José Carlos Arredondo, rector de la Universidad Tecnológica de Querétaro, coordinador de la comisión de trabajos sobre Cuipes y secretario técnico del espacio de deliberación de las Cuipes, quien hará su intervención para presentar los avances en este proceso."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)",También quiero reconocer el trabajo del rector José Carlos Arredondo y de Ramón Cárdenas en este gran esfuerzo que están haciendo.
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Eh, adelante, por favor, maestro Arredondo."
Mtro. José Carlos Arredondo ,Tengan todos ustedes un buen día.
Mtro. José Carlos Arredondo ,"Pues aquí vamos a hacer la presentación de la comisión de fortalecimiento y reinstauración de la COEPES, si nos pone la siguiente, por favor."
Mtro. José Carlos Arredondo ,Comentarles que esta comisión pues ya ha estado trabajando desde hace algún tiempo y sometemos a su consideración pues eh lo que hemos hecho en esta ruta de trabajo.
Mtro. José Carlos Arredondo ,"En primer lugar, hacer del conocimiento que que en el mes de diciembre se instaló el espacio de deliberación de las COEPES como lo marca la Ley General de Educación Superior,"
Mtro. José Carlos Arredondo ,"decirles que afortunadamente, con la representación de las 32 entidades federativas, ya se hizo esta instalación."
Mtro. José Carlos Arredondo ,"En el mes de febrero hemos tenido no solo reuniones de trabajo para su seguimiento, sino también tuvimos la oportunidad de participar en la tercera sesión ordinaria de la CONACES."
Mtro. José Carlos Arredondo ,En el mes de marzo de 2022 se reunió la comisión para la elaboración de las propuestas de los lineamientos de las instancias de vinculación
Mtro. José Carlos Arredondo ,"y también se realizó un trabajo que, más adelante, detallaré; fue un primer taller de armonización con las 32 entidades."
Mtro. José Carlos Arredondo ,En el mes de abril se presentó los hallazgos del taller de armonización.
Mtro. José Carlos Arredondo ,En el mes de mayo se realizó un taller de experiencias de armonización de las COEPES.
Mtro. José Carlos Arredondo ,Esperamos que en el mes de junio tengamos esta gran reunión ordinaria de todas las COEPES; será la primera reunión en la que seguramente delimitaremos un plan de trabajo nacional.
Mtro. José Carlos Arredondo ,"Si me lo permiten, en la siguiente lámina quisiéramos profundizar un poco en algunas actividades relevantes que hemos realizado."
Mtro. José Carlos Arredondo ,"En primer lugar, me referiré a que los días 7 y 8 de marzo tuvimos la oportunidad de contar con el 94% de las entidades federativas participando en un taller."
Mtro. José Carlos Arredondo ,"Fue un taller que nos dejó muy satisfechos, sobre todo por los hallazgos para presentar la armonización que nosotros deseamos que las COEPES estén en todas las entidades federativas para que, con sus leyes correspondientes estatales, tanto generales como de educación superior, y esto nos arrojó que ya 15 COEPES en ese mes estaban ya en operación con cuatro instancias de vinculación."
Mtro. José Carlos Arredondo ,"Eso, evidentemente, el taller nos permitió, eh, no solamente aclarar algunas dudas sobre las instalaciones y reinstalaciones de las COEPES,"
Mtro. José Carlos Arredondo ,sino también dedicarnos a elaborar lineamientos para que todas las entidades federativas pudieran instalar sus instancias de vinculación.
Mtro. José Carlos Arredondo ,"Siguiente, por favor."
Mtro. José Carlos Arredondo ,"Me referiré ahora al día 28 de marzo donde tuvimos una reunión de la Comisión para, después de observar que la mayoría de las entidades federativas faltaban por instalar sus instancias de vinculación, nos dedicamos a establecer un documento de lineamientos que dieran luz a la instalación de estas instancias."
Mtro. José Carlos Arredondo ,"Entonces, se elaboró este proyecto mismo que hoy les estamos anexando en sus carpetas y, entonces, nosotros nos dedicaremos en las siguientes semanas a que todas las entidades federativas, a la luz de estos lineamientos, puedan ir fortaleciendo sus COEPES, pero sobre todo también este espacio de instancias de vinculación, también promoverlo."
Mtro. José Carlos Arredondo ,"Siguiente, por favor."
Mtro. José Carlos Arredondo ,Me referiré ahora a una reciente actividad que verdaderamente fue enriquecedora.
Mtro. José Carlos Arredondo ,El pasado 20 de mayo hicimos un taller de experiencias de armonización de la COEPES de acuerdo con lo que establece la Ley General de Educación Superior.
Mtro. José Carlos Arredondo ,"En primera instancia, lo que hicimos es hacer una gran convocatoria donde las 32 entidades federativas nos daban sus principales indicadores de la COEPES, nos planteaban sus experiencias exitosas. Tuvimos la fortuna de seleccionar 12 entidades federativas en donde considerábamos que las experiencias exitosas que habían tenido pudieran formar parte de una agenda nacional, de tal manera que en esta gran feria de experiencias exitosas pudimos retroalimentarnos de ellas, pero también someter a consideración de las 32 entidades federativas 15 elementos a discusión para propiciar una agenda nacional."
Mtro. José Carlos Arredondo ,"La verdad es que estamos muy satisfechos del resultado obtenido, si ustedes nos muestran la siguiente, por favor."
Mtro. José Carlos Arredondo ,"Entonces, hicimos una dinámica de taller de tal manera que, con la feria de experiencias exitosas y poniendo en la mesa 15 aspectos que pudieran formular una agenda nacional, tuvieron la oportunidad, a manera de taller, de evaluar cuáles pudieran ser los temas de interés con miras a formular una agenda nacional y el resultado, eh, ahí ustedes lo pueden observar en su imagen; no se alcanza a observar todo, yo ahí ofrezco una disculpa, pero aquí lo que me interesa es que ustedes observen que ya hay rasgos que se han consultado a nivel nacional entre todas las COEPES y, pues, este insumo que estamos viendo ahí en la pantalla,"
Mtro. José Carlos Arredondo ,"nosotros lo queremos someter a consideración del pleno del espacio de deliberación para la formulación ya de alguna agenda nacional. También, si me presentan la siguiente, por favor. Eh, hicimos un ejercicio adicional en donde salieron algunos aspectos más que pudiéramos tomar en cuenta para esta agenda nacional."
Mtro. José Carlos Arredondo ,"Es decir, que el resultado del trabajo que se ha venido haciendo en todo este tiempo no solamente nos arroja un trabajo ya permanente con todas las COEPES a nivel nacional, sino que hemos tenido la oportunidad de estar con talleres, con trabajo de experiencias exitosas, pues ya vislumbrar una agenda nacional entre todas las COEPES."
Mtro. José Carlos Arredondo ,"La siguiente, por favor."
Mtro. José Carlos Arredondo ,"Nosotros esperaríamos que para la primera sesión plenaria del espacio de deliberación de las COEPES, que por norma nos señala que tiene que ser en los primeros seis meses, nosotros lo estamos contemplando en junio del 2022, ya pudiéramos, y es una gran noticia para todos nosotros, contar con las 100 COEPES o instancias equivalentes armonizadas con lo establecido en la Ley General de Educación; que estas 32 entidades federativas ya pudieran tener su COEPES instalada o reinstalada y, para esa fecha, pues ya vislumbrar un acuerdo de agenda nacional."
Mtro. José Carlos Arredondo ,"Siguiente, por favor."
Mtro. José Carlos Arredondo ,"Qué tenemos en este momento: tenemos que el estatus de la armonización de las COEPES, eh, tenemos 25 instaladas, tenemos siete en proceso de instalación, esperaríamos que en los siguientes días pues ya termináramos este arduo trabajo."
Mtro. José Carlos Arredondo ,"Sobra decir que tanto el subsecretario Concheiro como el licenciado Ramón Cárdenas han estado muy, muy al pendiente tanto de esta instalación y reinstalación, incluso ellos mismos han ido a ser testigos de todo este proceso. Pues yo, la verdad, quedo muy satisfecho con el trabajo de esta comisión porque verdaderamente se ha logrado hacer un gran movimiento de las COEPES acorde a este momento histórico que estamos viviendo en el país y en su educación superior."
Mtro. José Carlos Arredondo ,"Pues esto es cuanto, muchísimas gracias."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Muchas gracias, maestro. Abro el micrófono por si alguien quiere hacer un comentario. Adelante, la doctora Carmen Rodríguez."
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Muchas gracias. Eh, bueno, quisiera mencionar la relevancia que tiene este punto para el resto o para algunos de los puntos que tienen que ver con nuestra agenda,"
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","porque el hecho de que las entidades federativas tengan todas instaladas y trabajando sus COEPES permite también que, en su momento, cuando se establezcan los programas estatales de educación superior y cuando se trabaje lo que el siguiente punto, que es el sistema nacional de evaluación y acreditación, va a tener un elemento muy importante dentro de la parte de las COEPES. Entonces, solamente insistir en este importante trabajo que se está haciendo desde la coordinación de vinculación con el maestro Ramón Cárdenas, con el señor rector de la tecnológica y con cada una de sus entidades federativas, para que todas puedan, por favor, instalar la parte de COEPES en los tiempos y, si hubiese algo en que podamos ayudarles, con mucho gusto, desde la secretaría de educación pública lo haremos. Gracias."
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","Gracias, doctora. ¿No sé si alguien quiere hacer algún otro comentario?"
"Mtro. Jaime Valls Esponda, secretario general ejecutivo de la ANUIES ( - 2023)","A distancia, ¿tenemos alguna información? No tenemos información. Eh, para continuar con la agenda, les solicito a la doctora Carmen Rodríguez que siga con el micrófono, por favor. Gracias."
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Muchas gracias, querido maestro Jaime, y bueno, con el permiso de mis compañeras del presidium, eh, el siguiente tema es de gran relevancia, pues se abordarán precisamente lo relativo a los avances en la instrumentación del sistema de evaluación y acreditación de la educación superior."
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Recordemos que el año pasado, durante el segundo semestre, hubo una gran consulta nacional, mesas de trabajo, encuestas, incluso consultas a expertos de manera muy detallada y foros regionales. En este sentido, en la primera sesión extraordinaria del CONACES del año pasado fue aprobada la conformación de una comisión de trabajo en la que se encomendó la tarea de poner en marcha lo dispuesto por la"
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Ley General de Educación Superior y, de manera específica, lo acordado por este consejo, donde no solamente queremos buenos profesionales, sino también buenos ciudadanos y ciudadanas y buenos seres humanos. Esto es muy importante porque cambia de manera radical la manera en la que vemos la evaluación y la acreditación. Entonces, en este sentido, el secretariado técnico conjunto, y agradezco mucho a ANUIES, de parte del doctor Luciano"
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural",Quiero agradecer al rector de la Universidad Autónoma Metropolitana las facilidades otorgadas para que la maestra María José Ruiz Sauri Garavito esté con nosotros y esté acompañando este trabajo.
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Ella estará participando en la coordinación técnica de este tema y en la coordinación operativa el siguiente año y, bueno, para desahogar este tema, le pediría al doctor Rogelio Garza, al maestro Rogelio Garza, de la Universidad Autónoma de Nuevo León —a quien también agradecemos al señor rector por todas las facilidades otorgadas a él y a todos los miembros de la comisión que han trabajado al respecto— que por favor nos otorgue los avances o nos muestre los avances en este sentido."
"Dra. Carmen Enedina Gutiérrez Armenta, Directora General de Educación Superior Universitaria e Intercultural","Adelante, maestro Rogelio, gracias."
Mtro. Rogelio Garza ,"Muchas gracias. Muy buenos días. Con el permiso de la doctora Carmen Rodríguez y del maestro Jaime Valls, comentarles que con respecto a los avances de este sistema de evaluación y acreditación de educación superior, se llevó a cabo una reunión —recordándoles— en una sesión del día 22 de febrero, en la sesión ordinaria del Conaces, donde ahí se informó que, una vez integrada esta comisión técnica, iniciaría el proceso de la propuesta, precisamente, de la elaboración de la política nacional de evaluación y acreditación de educación superior."
Mtro. Rogelio Garza ,"Y en ese sentido, les comparto que el pasado 11 de mayo se realizó, precisamente, la instalación de la comisión para instrumentar la conformación y funcionamiento del SEAES, quedando integradas —si me permiten la siguiente lámina, entonces, para recordarles— quedando integrada por 32 representantes de los COEPES y los nueve tipos de instituciones de educación superior que están ahí en la presentación, y también así como un representante del sistema integrado de información de la educación superior."
Mtro. Rogelio Garza ,"Asimismo, en esa reunión del día 11 de mayo que se llevó a cabo en esas instalaciones de la ANUIES, la doctora Rodríguez, ya una vez instalada dicha comisión, presentó los antecedentes, precisamente, del trabajo realizado por el comité técnico que fue aprobado por ustedes aquí en el pleno del conaces del de la de la propuesta del diseño del sistema de evaluación y acreditación de educación superior."
Mtro. Rogelio Garza ,"que, a su vez, les den lectura y para que posteriormente, en esa sesión, la doctora María José Risausi presentó un plan de trabajo a realizar para llevar a cabo, de manera formal y protocolaria, las reuniones de trabajo que llevaremos a cabo durante este año."
Mtro. Rogelio Garza ,"Eso es todo, doctora Rodríguez, muy amable."
