Participante,Dialogo
Jaime Valls Esponda,"Muchas gracias. Saludo a la secretaria, maestra Leticia Ramírez; muchas gracias, bienvenida al subsecretario de Educación Superior, Luciano Concheiro; a la secretaría de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México, doctora Rosaura Ruiz; a la doctora Carmen Rodríguez Armentia, directora general de Educación Superior de las SEP y a todos los presentes eh maestra Leticia Ramírez Anaya, eh la ANUIES es la Asociación Nacional de Universidades e Instituciones de Educación Superior, fue fundada en 1950 y actualmente tiene 207 instituciones de educación superior asociadas, públicas y privadas,"
Jaime Valls Esponda,es poco más del 60% de la matrícula de educación superior a nivel nacional y en estas instituciones se hace más del 90% de la investigación científica de nuestro país. Para la ANUIES es un honor contar con su presencia el día de hoy; tenga la seguridad de que en la asociación encontrará a un aliado permanente que apoya en todo momento los esfuerzos de su administración para el fortalecimiento de la educación superior.
Jaime Valls Esponda,"Trabajamos de manera muy coordinada con la subsecretaría de educación superior. Nuestro compromiso es trabajar de manera eh también coordinada con usted y su gran equipo de trabajo para lograr una educación superior incluyente, equitativa, pertinente y de calidad, buscando siempre consolidarla como un bien público y un factor estratégico para el desarrollo económico, social y cultural de nuestro país."
Jaime Valls Esponda,Aprovecho esta oportunidad para desearle el mayor de los éxitos en su gestión y concluyo reiterando que está en su casa.
Jaime Valls Esponda,"En el punto seis es la presentación de documentos relativos al cambio de integrantes de en este punto y, como todos ustedes saben, la Ley General de Educación Superior y nuestros lineamientos de operación establecieron el periodo de intervención en el Conaces de sus primeros integrantes, atendiendo a lo dispuesto en dichos instrumentos normativos; corresponde que, a partir de enero del próximo año, se integre a este consejo las personas que refieren las fracciones sexta, séptima, novena y décima del artículo 52 de la propia Ley General de Educación Superior."
Jaime Valls Esponda,"Para esos propósitos y, como ya pudieron advertir en los documentos que les enviamos en la carpeta que mencionó el subsecretario, el proceso requiere la participación de los consejos regionales y, desde luego, la participación de todas y todos ustedes. En este sentido, es el caso que, en el caso de los representantes que se mencionan en las fracciones sexta y séptima, que son instituciones de educación superior públicas y privadas de las seis regiones."
Jaime Valls Esponda,"Estos serán seleccionados en sesiones de los propios regionales, pero para ello se han propuesto una serie de criterios, tanto normativos como técnicos, que, en nuestra opinión, contribuyen a asegurar que exista una representación de todos los subsistemas en este consejo. En relación con este documento, les consulto si habría alguna aportación al mismo o si podemos darlo por aprobado."
Jaime Valls Esponda,"hago la pregunta abierta a los presentes y a los que nos siguen en línea. si están eh de acuerdo, lo daremos por aprobado."
Jaime Valls Esponda,"hace a los integrantes de las fracciones novena y décima, académicos y estudiantes, se instrumentaría un mecanismo similar al anterior con la publicación de la convocatoria, misma también que la propuesta que fue enviada en la carpeta y que da igual y que, de igual manera, les consultaría si podemos aprobarla para su publicación en la página electrónica del Conaces eh y en las redes sociales el día de mañana."
Jaime Valls Esponda,"Como todos ustedes saben, ha sido un gran trabajo el que se ha realizado desde este consejo, los propios consejos regionales y la comisión de trabajo creada para este tema en particular. vuelvo a preguntar si alguien tiene alguna observación para esta convocatoria. Entonces eh si están de acuerdo, la daríamos por aprobada.
"
Jaime Valls Esponda,"Bien, pues ambos documentos han sido aprobados y daremos curso a su instrumentación. Cedo la palabra al subsecretario Luciano Concheiro."
Luciano Concheiro Bórquez,número siete de la orden del día tiene que ver con el informe de avances en el cumplimiento de las acciones previstas en el programa anual de trabajo 2021-2022 del Conaces.
Luciano Concheiro Bórquez,"El orden del día prevé en este punto desahogar cuatro subtemas. Para dar inicio con el primero, cedo el uso de la voz a Sandra Báez, que es eh nuestra abogada de la subsecretaría de Educación Superior, quien nos comentará sobre los avances en el proceso de armonización normativa que se impulsa para lograr que la Ley General de Educación Superior se cumpla a plenitud en todo el país. Adelante Sandra, si es tan amable."
Sandra Báez,"Gracias doctor, buenos días a todas y todos. Eh vamos a hacer esta presentación, ustedes ya la conocen, hemos estado actualizando algunos datos sobre la misma, pero vamos a seguir la misma eh mecánica para que sea familiar para ustedes el reporte que vamos dando de avances."
Sandra Báez,"es el sustento que da pie a todo este proceso que se está llevando en materia de armonización, como ya lo hemos comentado en algunas sesiones previas a la publicación de la Ley General de Educación Superior, los eh transitorios de la misma nos han mandatado iniciar procesos para hacer nuestras disposiciones armónicas con este nuevo ordenamiento en dos sentidos."
Sandra Báez,uno eh propiamente para la secretaría de educación pública en cuanto a nuestras normas internas y el otro para los estados a través de los congresos locales.
Sandra Báez,voy a iniciar con lo que hemos hecho desde la secretaría.
Sandra Báez,"es grato comunicarles que, bueno, pues hemos logrado en estos meses la publicación eh de tres ordenamientos, uno que tiene por objeto eh emitir el título profesional a los egresados de las escuelas formadoras de docentes; este acuerdo eh dejó sin efectos a la anterior 590."
Sandra Báez,"El siguiente que es eh los lineamientos que regulan el RENOES que ya todos ustedes conocen y el tercero que tuvo lugar recientemente que es por el que se actualizan las normas para el ingreso, promoción y otorgamiento de estímulos del personal académico en las escuelas normales y demás para la formación de maestros de educación básica."
Sandra Báez,"Este acuerdo es particularmente importante porque, desde que se emitió, eh no se había podido conformar la Comisión Técnica Nacional por algunas cuestiones que el propio acuerdo establecía. Con esta modificación eh se armoniza hacia la Ley General de Educación Superior, pero además se introduce la participación del CONAEN, que es el Consejo Nacional de Autoridades de Educación Normal que deviene justamente de la Ley General de Educación Superior. Entonces, a partir de esto, esta instancia podrá eh dar inicio a sus operaciones."
Sandra Báez,"En la segunda columna podemos ver eh algunas normas que derivan en cuanto a órganos colegiados que esas ya las hemos mencionado en las sesiones previas, no me detengo en esa parte y en la tercera columna podemos comentar que existen eh varios instrumentos en fase de diseño o en proceso de autorización por la Unidad de Asuntos Jurídicos de la Secretaría de Educación Pública o han ingresado a CONAMER."
Sandra Báez,"Eh los ordenamientos son en temas relevantes ya que eh tratan sobre RVOE, sobre el tema de la conceptualización de las opciones educativas para la educación superior y el marco nacional de calificaciones. Eh muchos de estos los hemos estado trabajando en conjunto con DEGAIR. Entonces eh la Dirección General de Acreditación e Incorporación y Revalidación tiene en estos procesos un papel sumamente importante y estamos eh trabajando para poder llevarlos ya a la publicación y con esto concluir algunos de los mandatos muy importantes que no solo vienen de la LGES, sino de la Ley General de Educación."
Sandra Báez,"Lo importante es que hemos solicitado para esta sesión una actualización por parte de los estados sobre las acciones en materia de armonización. En este informe podrán ver que la mayoría nos han indicado que ya cuentan con iniciativas de leyes de educación superior, pero aún no han transitado por su proceso legislativo, así que todavía no están en nuestro conteo de leyes armonizadas."
Sandra Báez,"Como se había presentado, una de las estrategias que se impulsa desde este consejo para avanzar en la armonización es llevar a cabo foros regionales con la participación de autoridades, instituciones y autoridades legislativas para impulsar y, sobre todo, conocer la opinión de los actores del sistema nacional de educación superior sobre lo que deben ser las leyes estatales a partir del contenido esencial de la Ley General de Educación Superior, además de otros temas que deberían incluirse y profundizarse según la naturaleza y las condiciones propias de cada entidad federativa."
Sandra Báez,"Con base en esto, es grato informarles que, con la colaboración de la jefatura de oficina de la secretaría, a través de la coordinación de enlace con el congreso, se han llevado a cabo cuatro foros en Sinaloa, San Luis Potosí, Nayarit y Veracruz. El foro regional de Chiapas aún está pendiente de reagendarse, tuvo un cambio de fecha y les informaremos oportunamente."
Sandra Báez,"Derivado de la participación en los foros, donde pueden ver quiénes han participado, se han tratado temas importantes como la gratuidad y obligatoriedad de la educación superior, así como su financiamiento y la concurrencia de los tres órdenes de gobierno. Los temas recurrentes son constantes, así como la participación de la COEPES en el proceso de otorgamiento, la diversificación de la oferta educativa, la innovación tecnológica y el aprendizaje digital; el tema de la formación dual también ha sido bastante recurrente."
Sandra Báez,"además se han tocado temas como eh solución a los problemas locales, regionales,nacionales e internacionales, sostenibilidad y desarrollo sostenible, así como las políticas vinculadas con los objetivos de desarrollo sostenible y la agenda 2030."
Sandra Báez,la intención de esta presentación eh más que dar cuenta de todo lo que se ha hecho es seguir eh insistiendo en la importancia de la participación y el impulso de todos nosotros en nuestras respectivas entidades para que los procesos de armonización en los estados logren eh concluirse.
Sandra Báez,"La meta que teníamos después de los foros y de acuerdo a lo presentado en la sesión anterior era tratar de lograr, bueno, pues que a diciembre contáramos ya con las leyes locales en esta materia."
Sandra Báez,"Vamos un poco retrasados, lentos, pero seguramente con su apoyo y con el impulso que cada uno de ustedes dé en sus estados, pues podremos intentar avanzar lo más posible de aquí a diciembre."
Sandra Báez,"Eso sería todo por mi parte, muchas gracias."
Luciano Concheiro Bórquez,"Muchas gracias, Sandra. A continuación el siguiente eh tema va a ser relativo a la instalación y funcionamiento de las COEPES"
Luciano Concheiro Bórquez,"antes de continuar es eh importante recordarles que la maestra nuestra Sandra Corona, de Tlaxcala, fue designada como secretaria técnica del espacio de deliberación de las COEPES, el COEPES; y en este sentido, para dar congruencia y seguimiento tanto a esa instancia como a la comisión de trabajo conformada en este consejo, lo que proponemos para el funcionamiento de los COEPES es que, si estuvieran de acuerdo, la maestra Sandra Corona también sea la coordinadora de dicha comisión de trabajo."
Luciano Concheiro Bórquez,"Entonces, si hubiera alguien en contra, es importante tomar así el acuerdo, ¿sí? Abstenciones. Entonces tenemos también a la maestra Sandra Corona como responsable de la comisión de trabajo del seguimiento a los COEPES. Que se registre el acuerdo también, por favor"
Luciano Concheiro Bórquez,al que dará aprobado le solicito a la maestra Sandra Corona que intervenga
Sandra Corona,"Claro que sí, gracias subsecretario. A continuación, en esta primera lámina vemos una ruta de trabajo que ha llevado la desde su instalación en diciembre del 2021 hasta el 13 de julio del 2022, que fue la segunda sesión ordinaria donde la siguiente, por favor, eh se dio prácticamente un informe de los avances de las instalaciones de la armonización de las Es importante señalar que hoy en día contamos ya con las 32 entidades federativas donde se han instalado las, en función de la Ley General de Educación Superior."
Sandra Corona,"También en esta segunda sesión de se convocó a un punto muy importante: la instalación de las respectivas instancias de vinculación, consulta y participación; esto en conformidad con el artículo 55 de la Ley General de Educación Superior. Cabe destacar que el día lunes 5 de septiembre ya se ha instalado la primera comisión en el estado de Tlaxcala. La siguiente, por favor. Bueno, en esta eh segunda sesión del se trataron los seis puntos de los cuales se dará el informe también el día de hoy en esta quinta sesión del, y eh lo importante es resaltar los acuerdos "
Sandra Corona,En estos acuerdos eh se señala la designación de comisiones de representantes en las comisiones del programa nacional de Educación Superior.
Sandra Corona,"Es importante que quienes hayan sido nombrados en cada den puntual seguimiento a estas reuniones que están convocando los responsables de estas respectivas comisiones, tanto del programa nacional de Educación Superior como del sistema nacional de evaluación y acreditación. En este punto es importante señalar que la responsable, la maestra María José, perdón, está convocando a todas las para que ella realice una gira y explique de qué va este sistema de evaluación y acreditación."
Sandra Corona,"Me parece que ya tiene una agenda en este mes, entonces eh posteriormente nos los va a comentar, pero sí es importante señalar que eh en la intención que tenemos en las COEPES es que se formen comisiones espejo en las COEPES para dar seguimiento a estos temas tan importantes"
Sandra Corona,"Los últimos dos acuerdos que son importantes es darle difusión al RENOE, una vez que se publicó y que se nos fue enviado también a los correos electrónicos, toda la difusión para que eh lo hagamos lo propio en nuestro estado."
Sandra Corona,"bueno, el último punto fue el avance del sistema nacional anticorrupción."
Sandra Corona,"Tenemos un cronograma que efectivamente es de septiembre a diciembre, que en diciembre vamos a tener nuevamente una sesión de ESCOEPES.En el primer punto, pues es eh dar seguimiento a la situación actual de las COEPES en todos los estados, posteriormente a la instalación de comisiones que deberán realizarse de septiembre a octubre y también eh puntual seguimiento a la instalación de las instancias de vinculación, consulta y participación social."
Sandra Corona,"Estas instancias son muy importantes porque con ellas podemos dar seguimiento al tema de los programas estatales de educación superior, por ejemplo, y también al tema de los nodos, eh dado que esta instancia de vinculación permite incorporar al sector público social y privado y consideramos de vital importancia que eh se puedan instalar estas instancias en en los meses de septiembre a noviembre para dar un informe concreto en el mes de diciembre."
Sandra Corona,"como último punto estaremos convocando a foros, mesas de diálogo para los programas estatales de educación superior. Sabemos que ya existe una estrategia nacional, pero es importante que se pueda eh generar una agenda desde lo local para contribuir a este análisis regional que se estará realizando."
Sandra Corona,"las acciones, no me voy a detener en el punto número uno que tiene que ver con la situación actual de cada COEPES. En la dos eh sí eh vamos a dar acompañamiento a la creación de estas comisiones en cada COEPES eh señalamos eh un tema que no es limitativo, pero sí en estos cuatro puntos que son son importantes eh destacar eh el tema de humanidades, ciencia, tecnología e innovación, dado que también a nivel nacional se está instalando una comisión con este punto. Las demás pues ya las he mencionado con anterioridad."
Sandra Corona,"también dar eh mediante un taller virtual de experiencias que ya se ha hecho con anterioridad en la instalación de COEPES, ver el estatus que guarda las la instalación de estas instancias de vinculación, consulta y participación social. Vuelvo a repetir, tenemos prácticamente tres meses para poder realizar esta instalación y bueno,  a partir de ello generar acciones importantes y reportarlas como avances en diciembre. Y bueno, el último punto que es eh generar esto estas mesas de diálogo, los foros, las consultas para empezar a construir estos programas estatales de educación superior."
Sandra Corona,"Bueno, muchísimas gracias. Gracias."
Jaime Valls Esponda,"Sí, muchas gracias. Tiene la palabra Emilio Baños, solicitado es el rector de la UPAEP. Adelante, doctor Emilio Baños."
Participacion del Foro Emilio Baños,"Muchas gracias, muy buen día. Eh señora secretaria, maestra Leticia, es un gusto saludarle, bienvenida a este a este foro, a este consejo y bueno, a todas las autoridades."
 Emilio Baños,"ha sido muy relevante el avance que se ha reportado. Yo solamente quisiera apuntar, bueno, solicitar que en lo que se refiere a la actualización de los acuerdos 17 11 17 18 11 18 relativos a todo el tema de los REBOES y demás y el tratamiento de la potencialmente simplificación para universidades con cierta trayectoria, en fin, todo el entramado que se refiere a universidades particulares eh pudiera haber alguna interacción con ya sea con FIMPES o con algún grupo de universidades particulares para enriquecer los nuevos lineamientos. hay que decir también, con esto termino, que eh hay una muy fructífera colaboración con la DEGAIR y hay un muy buen criterio nos parece."
 Emilio Baños,"no obstante, eh también creo que pudiera ser eh muy fructífero el que hubiese ese diálogo previo a la promulgación o publicación de las nuevas normas. Así que nada más ese punto y de nuevo un saludo fraterno para todas y todos."
Jaime Valls Esponda,"Muchas gracias señor rector eh aprovecho para saludar a la doctora María Carmen Salvatori, directora general de DE de acreditación incorporación y revalidación de la SEP. Muchas gracias Mari Carmen por tu presencia."
Jaime Valls Esponda,"Tomamos nota de esta propuesta del señor rector Emilio Baños. Está también con nosotros el presidente de FIMPES, el rector doctor José Mata, rector de la Universidad Anahuac Puebla, a quien saludamos y con quien podremos trabajar en este en este proyecto."
Jaime Valls Esponda,"También saludo a la rectora de la Universidad Pedagógica Nacional, Rosa María Torres y presidenta del CRAM de la UNLLE. Muchas gracias por su presencia. Al director general del Instituto Politécnico Nacional, doctor Arturo Reyes que se encuentra con nosotros, al al maestro Enrique Del Val en representación del rector Enrique Graue de la UNAM."
Jaime Valls Esponda,"Muchas gracias Enrique por tu presencia. Saludos al rector Graue y está también con nosotros el rector de la Universidad Autónoma de Sinaloa, el doctor Jesús Madueña. Muchas gracias señor rector."
Jaime Valls Esponda,El siguiente subtema es de gran relevancia en el marco de la construcción de una nueva generación de políticas de educación superior que den cumplimiento a las disposiciones del artículo tercero de nuestra Constitución y de la Ley General de Educación Superior.
Jaime Valls Esponda,En este sentido se abordarán los avances que se registran en la construcción del sistema de evaluación y acreditación de la educación superior y en particular de la propuesta de políticas para iniciar de manera gradual en su instrumentación.
Jaime Valls Esponda,"Para desarrollar este tema cedemos el micrófono al doctor Rogelio Garza, ex rector de la Universidad Autónoma de Nuevo León, quien está coordinando este esfuerzo. Muchas gracias, querido Rogelio y posteriormente a la maestra María José Risaussi, académica de la Universidad Autónoma metropolitana y también quien está trabajando con el secretariado técnico conjunto coordinando estos esfuerzos. Adelante, doctor Garza."
Rogelio Garza,"Bien, muchas gracias."
Rogelio Garza,"continuación, me voy a permitir presentar un resumen del informe de actividades de la comisión para instrumentar la conformación y funcionamiento del sistema de evaluación y acreditación de la educación superior."
Rogelio Garza,"Primero, como parte de los trabajos iniciales derivados de la instalación de la comisión, el pasado 31 de mayo se llevó a cabo vía Zoom la conferencia magistral internacional denominada “Experiencias y Buenas Prácticas de la Comisión Nacional de Evaluación y Acreditación Universitaria de Argentina”. Esta conferencia fue dictada por su presidente, el doctor Ernesto Pan."
Rogelio Garza,"Segundo, el 7 de junio se llevó a cabo la reunión de la comisión con el objetivo de que la maestra María José Risausi, coordinadora ejecutiva del SEAES, diera a conocer las acciones a desarrollar para la elaboración precisamente de la política nacional de evaluación y acreditación de la educación superior."
Rogelio Garza,"Tercero, en la sesión de trabajo del día 10 de agosto, la maestra María José Risausi puso a consideración del pleno de la comisión la primera versión del documento de la política nacional de evaluación y acreditación de la educación superior. Derivada de la presentación se emitieron comentarios, observaciones y propuestas de mejora y, acto seguido, la comisión aprobó que la versión del documento, considerando las aportaciones emitidas como las enviadas por escrito en el plazo acordado, fuese presentada en la próxima sesión ordinaria de CONACES para su aprobación en lo general y, de esa manera, dar cumplimiento al acuerdo de hacerlo del conocimiento del CONACES."
Rogelio Garza,"Aprovecho, si me lo permiten, la oportunidad para agradecer a las y los integrantes de la comisión y del comité técnico su valioso apoyo y su gran compromiso ejemplar con la mejora de la educación superior en nuestro país y, de manera especial, felicitamos aquí a la maestra Risausi por todo ese trabajo que ha estado desarrollando y que a continuación nos presentará el documento de la política nacional de evaluación y acreditación de la educación superior. Es cuanto."
María José Risausi,"Muchas gracias, muy buenos días a todas y todos, señora secretaria, bienvenida nuevamente, la saludo con mucho afecto. Con su permiso, señor subsecretario. Bien, eh la intención de esta presentación, que intentaremos que sea breve, es hacer un recuento de los pasos que nos llevan al día de hoy, presentarles una, bueno, la propuesta de política nacional de evaluación y acreditación de la educación superior que parte, como pueden ver en la lámina que está en este momento expuesta, de un documento que es la recolección del diagnóstico a partir de una consulta muy amplia en el último, en el segundo semestre de 2021"
María José Risausi,"Entonces, digamos que este es un esfuerzo sumativo articulado con la serie de iniciativas de consulta pública que se emprendieron desde el año pasado. Adelante, por favor. bueno, ustedes tienen aquí los principales resultados de la consulta, en realidad son, pues son bastantes justamente porque se hicieron, se hizo una cantidad importante de foros y otras formas de participación de consulta, pero lo importante aquí es hacer notar que hay un consenso en la comunidad de las instituciones y de las instancias de educación superior de que los procesos de evaluación deben orientarse fundamentalmente a la mejora continua."
María José Risausi,"Ahora me quisiera referir unos momentos al alcance de esta propuesta que hoy estamos presentando. Esta propuesta recapitula sobre las fases previas, como ya dije, del trabajo para el diseño del sistema de evaluación y acreditación de la educación superior, SEAES por sus siglas, tomando como base las áreas de mejora identificadas en los diversos procesos de consulta y que están sintetizadas en las láminas anteriores."
María José Risausi,"Esta propuesta define también los objetivos del SEAES, plantea los esquemas generales de su conformación y organización, así como su estructura de coordinación y operación. Define los conceptos centrales que guiarán al SEAES, sus ámbitos de intervención, sus criterios transversales y sus ejes de actuación. Todo en pleno apego a la LGES. Establece la ruta de trabajo y las metas para los años subsecuentes. Por su naturaleza, la propuesta no aborda aspectos procedimentales, mismos que serán atendidos en documentos subsecuentes (lineamientos, marco de referencia, instrumentos de evaluación, mecanismos de transición)."
María José Risausi,Todo por supuesto en pleno apego a la Ley General de Educación Superior.
María José Risausi,lo más eh económica en el tiempo.
