Participante ,Dialogo
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Eh quisiera yo eh para continuar plantearles el tema de la orden del día que ya les eh se les hizo llegar a ustedes con anticipación.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Junto eh con la convocatoria también eh tuvieron todos los integrantes en la carpeta de materiales se hizo llegar la orden del día y eh en el punto de asuntos generales de todas maneras anotamos dos.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","El primero es un aviso del proceso también de instalación del Consejo Nacional de autoridades de las escuelas normales, el CONAEEN."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",El segundo se refiere a los acuerdos del CONAEDU para el regreso a clases y el inicio del ciclo escolar 2021-2022.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Nos pareció fundamental agregar este elemento hoy tan importante.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Se pregunta a los integrantes del consejo si existe algún comentario sobre la orden del día o en su caso algún tema adicional para registrar en el apartado de asuntos generales.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Si no hubiera más eh sometemos a su consideración la aprobación los integrantes del consejo porque también tenemos distinguidos eh digamos invitados, invitados que van a acompañarnos eh en todo el proceso, pero los que estén, perdonen y voy a aclarar este procedimiento que no es muy normal, pero en temas eh después de la pandemia ha sido el que hemos utilizado y nos permite agilizar las votaciones."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Eh aunque no somos nada negativos, somos todo positivos eh como ustedes ya lo saben, ¿no?, y sobre todo eh dirigidos por la maestra Delfina nuestra sensación de ser positivos, constructivos es aún más fuerte."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Vamos a invertir las votaciones y perdonen por robarles estos segundos para plantearles
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","quien esté primero por la negativa. Si hay alguien por la negativa, por favor, se sirva manifestarlo."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Si hubiera alguna abstención estamos en contacto con los que están a distancia y por lo que me informan queda aprobado por unanimidad nuestra orden del día. Muchísimas gracias a todas y todos.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","A continuación nos va a dirigir, si eh, un mensaje la maestra Delfina Gómez Álvarez que además es la coordinadora de este Consejo Nacional"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Buenos días a todas y a todos ustedes eh, integrantes del Comité Nacional para la coordinación de la educación superior. Antes que nada quiero expresarles eh mi agradecimiento a esta convocatoria de asistencia, así como efectivamente yo también me sumo a sentirme muy honrada y muy emocionada de este primer, esta primera sesión de este consejo que yo sé que va precisamente a dar pie a que se hagan esos ejercicios que tanto nos hace falta a nuestro personal docente y a ustedes como instituciones de reflexionar, proponer, criticar y por qué no construir en bien precisamente de la educación."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Por ello miembros del Consejo Nacional para la coordinación de la educación superior eh, compañera María Elena Álvarez, Guillermina Roses, directora general del Consejo Nacional de Ciencia y Tecnología, eh Rosa María Torres, rectora de la Universidad Pedagógica Nacional, compañera Rosaura Ruiz Gutiérrez, secretaria de Educación, Ciencia, Tecnología e Innovación de la Ciudad de México, Luciano Concheiro Bórquez, subsecretario de Educación Superior de la Secretaría de Educación Pública, eh nuestro compañero y amigo Enrique Graue Wiechers, rector de la UNAM, José Antonio de los Reyes Heredia, rector de la Universidad Autónoma Metropolitana, Enrique Fernández, director general del TEC de Monterrey, Arturo Reyes Sandoval, director general del del Instituto Politécnico Nacional, maestro Jaime Valls Esponda, secretario general ejecutivo de la ANUIES, comunidades de las instituciones de educa- de educación superior sean todos ustedes bienvenidos."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Estamos reunidos el día de hoy para llevar a cabo la primera sesión ordinaria del Consejo Nacional para la coordinación de la educación superior que les quiero comentar que tiene una relevancia histórica fundamental en la educación superior. Antes de la aprobación de la Ley General de Educación Superior, el 9 de marzo de 2021, la distribución de la función educativa de tipo superior entre la federación, los estados y los municipios tenía las siguientes características. Primero, que de los tres niveles de gobierno, el federal y el estatal intervenían en el nivel superior, pero la acción de los municipios en materia de educación superior era prácticamente inexistente."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Dos, que se daba un trato distinto a las universidades federales respecto a las demás instituciones de educación superior, lo que ponía en evidencia la inequidad de este sistema de educación superior. Tres, la educación normal no guardaba relación alguna con el resto del sistema y como sabemos con los gobiernos neoliberales fue sistemáticamente atacada. Cuatro, se estableció un sistema de educación tecnológica doble, uno centralizado y otro descentralizado. Y cinco, la educación superior particular estaba insuficientemente regulada en los ámbitos federal, estatal o institucional."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Es hasta el día de hoy que por fin contamos con una instancia de interlocución, deliberación, consulta y consenso para acordar las acciones y estrategias que permitan el desarrollo de la educación superior desde una perspectiva territorial, participativa, interinstitucional y colaborativa entre las autoridades educativas federal, estatal y de los municipios, por lo que las comunidades precisamente de las instituciones de educación superior en los términos y disposiciones establecidas en esta ley van a tener gran trascendencia y participación. El consejo basará sus actividades en los principios de corresponsabilidad, participación,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","una participación propositiva y creativa y el pleno respeto al federalismo, a la autonomía universitaria y a la diversidad educativa e institucional."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Es por esta razón que se ha dispuesto que el consejo se integre por instituciones de educación superior organizadas por región y subsistema, con el fin de alcanzar la máxima representatividad en la diversidad de hombres y mujeres, de instituciones, de culturas, de programas y políticas con sus distintas realidades territoriales y sus propios contextos."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Quiero decirles que con estas disposiciones estamos dando cumplimiento con el criterio de territorialización de la educación superior establecido en la Ley General de Educación Superior en el artículo 8 fracción 22 que dice: la territorialización de la educación superior concebida en el es el conjunto de políticas y acciones cuyo propósito consiste en considerar los contextos regionales y locales de la prestación del servicio de educación superior.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","para contribuir al desarrollo comunitario mediante la vinculación de los procesos educativos con las necesidades y realidades sociales, económicas y culturales de las diversas regiones del país, pero sobre todo, con eso estamos atendiendo una deuda histórica que tenía el estado con los y las estudiantes, con los y las maestras y con las comunidades de las instituciones de educación superior que es la democratización en las formas de gobierno, la toma de decisiones y la creación y desarrollo de un verdadero sistema de educación superior plural e incluyente."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",En la última década diversas investigaciones sobre la educación superior han demostrado que el diseño de la política educativa de este nivel de estudios y sus prioridades provenían de las élites gubernamentales.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Estas políticas públicas de corte neoliberal han estado centradas fundamentalmente en el uso de incentivos financieros para presionar a las universidades a hacer ajustes estructurales al margen de la opinión de los órganos de gobierno y de las comunidades universitarias. Fue así como la política educativa del estado
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","vinculó la autonomía académica con la suficiencia financiera,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","reduciendo el gobierno institucional a la mera administración de los recursos,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",impidiendo con esto alcanzar una plena democratización de las decisiones sobre las funciones
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",sustantivas que incumben a las comunidades de las instituciones de educación superior.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Lo anterior ha derivado en que se dé una importancia desproporcionada al diseño
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","implementación y desarrollo de políticas educativas, pero se ha considerado realmente poco a las comunidades e instituciones de educación superior,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","a su singularidad organizativa y académica, a su particularidad territorial, cultural y social,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","a sus demandas políticas, a sus necesidades financieras específicas, a su compromiso de género, clase y epistémica concretas que, como todos podemos esperar,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",producen resultados distintos acordes a las características de cada institución que tiene de manera propia y específica.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",La democratización de la educación superior es la gran misión de este Consejo Nacional que hoy se está instalando.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Estoy convencida de que la presencia de los CONACES en el escenario educativo nacional
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",favorecerá que los sistemas universitarios tecnológicos y de escuelas normales y formación docente
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",conformen un andamiaje institucional que al involucrarse en un proyecto social y cultural más amplio
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",permitirá a la educación superior incidir profundamente en la transformación social de nuestra identidad y de nuestra sociedad real.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Sobre todo ahora que vivimos un proceso de cambio civilizatorio producido por la pandemia de COVID-19.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Esto es posible porque el CONACES tiene la facultad de proponer acciones para articular los sistemas de educación superior
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","y darle seguimiento y también está facultado para opinar, formular propuestas y recomendaciones sobre el diseño y contenido de los programas nacional y estatal."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",Así como promover el intercambio de experiencias para la toma de decisiones en el ámbito de la educación superior.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",En función de lo anterior quiero hacer un exhorto a las instituciones de educación superior a las comisiones estatales de educación superior
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","al Consejo Nacional, a las autoridades educativas, a los integrantes de CONACES y en general para hacer esto una realidad,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","para que este Consejo Nacional sea realmente plural, incluyente, representativo, diverso y democrático, es deseable que su desempeño tenga un profundo sentido territorial, que mantenga un equilibrio entre los tres órdenes de gobierno, sobre todo en el municipal,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",que es en donde existe menos presencia de instituciones educativas de nivel de estudios.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Me parece central que el CONACES tenga como fundamento la igualdad y justicia de género, en la que la conformación de sus integrantes, en la constitución de sus consejos regionales, en la toma de decisiones, en la convivencia entre sus integrantes,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",en los procesos deliberativos y de construcción de consensos y promueva en sus iniciativas que las instituciones de educación superior sean espacios libres de violencia hacia las mujeres.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Y no menos importante, considero fundamental que el CONACES se constituya en una instancia que en sus decisiones, propuestas, deliberaciones y recomendaciones considere siempre una perspectiva intercultural que responda a las necesidades y realidades de la diversidad de nuestros pueblos indígenas, afrodescendientes y de otros pueblos."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",La integración del sistema de educación superior y su desarrollo desde un ejercicio democrático efectivo requiere que este Consejo Nacional considere el carácter plurinacional y plurilingüístico de nuestro país. Sobre todo requiere que impulse un verdadero diálogo de saberes entre las instituciones de educación superior y las comunidades en su diversidad.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Territorialidad, igualdad y justicia de género e interculturalidad son principios fundamentales que CONACES puede plantearse para su programa anual de trabajo 2021-2022 en los siguientes trabajos."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Uno, en la armonización normativa derivada de la Ley General de Educación Superior. Dos, en el programa nacional de educación superior y programa estatal de educación superior. Tres, en la creación del sistema de evaluación y acreditación, así como del sistema de información de la educación superior. Cuatro, en la elaboración de los lineamientos para la creación y el funcionamiento del espacio común de educación superior. Cinco, en la elaboración del programa de ampliación de la oferta de educación superior. Seis, en la elaboración del plan de acción para igualdad de género que considere la interrelación de las desigualdades sociales, económicas, de edad, sexualidad, etnia y de capacidades que viven muchas mujeres en las instituciones de educación superior. Siete, en el modelo y políticas de financiamiento de la obligatoriedad y gratuidad de la educación superior y ocho en la instancia de vinculación, consulta y participación social."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Desde la secretaría de educación pública nos comprometemos con cada una de las acciones y procesos que desde hoy se ponen en marcha con la invitación y precisamente la participación en esta primera sesión del consejo nacional para la coordinación de la educación superior, en cumplimiento de lo que manda la Ley General de Educación Superior."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública",No me equivoco al valorar que la instalación de este consejo tiene una relevancia histórica fundamental porque apunta a la democratización de la educación superior como elemento fundamental en la transformación de la educación superior y el bienestar de la población.
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Y por ello expreso mi reconocimiento a todos ustedes, integrantes y exhorto y pido que cada uno de nosotros haga el mayor esfuerzo con esa participación y con esas propuestas para que todo vaya en bien de quienes son nuestro elemento prioritario,"
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","que son nuestros alumnos, nuestros educandos, nuestros jóvenes en educación superior."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Por ello, enhorabuena, y aprovecho, insisto, para hacerles llegar a través de ustedes un reconocimiento a los docentes que integran cada institución que en este tiempo de pandemia han hecho todo lo posible e imposible por llegar a sus alumnos. Sé que han hecho un esfuerzo máximo todos nuestros maestros que han ido a visitar a los alumnos a sus casas, que siguen dando frutos; a mí me me conmueve mucho y de verdad que me emociona saber que ustedes siguen dando resultados en educación."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","La educación no paró, la educación sigue y sigue dando resultados cuando vemos generaciones que egresan. alumnos que continúan en otro nivel y que dan un paso más hacia su formación."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Por ello, compañeros, de verdad les pido que hagan llegar este reconocimiento y este agradecimiento de parte de la SEP a todos nuestros docentes y a ustedes como directivos, como precisamente rectores que hacen posible que nuestra, precisamente nuestra población escolar no se deje a un lado y que se le ha dado esa atención."
"Mtra. Delfina Gómez Álvarez, Secretaria de Educación Pública","Por ello, enhorabuena, que esto sirva precisamente para eso que queremos todos los mexicanos: alcanzar una mejor calidad de vida en nuestros ciudadanos a través de la educación y formar realmente seres humanos que respondan a la realidad que vive nuestro país. Así que, enhorabuena, maestro Concheiro, muchas gracias por este esfuerzo que se realiza como precisamente subsecretario de Educación Superior y agradezco mucho que esté aquí presente nuestro compañero Juan Pablo Arroyo, subsecretario de Educación media superior. Muchas gracias por estar aquí con nosotros, así como a nuestro querido Eliseo Quiroz que también nos acompaña. Enhorabuena a ustedes, ¡el aplauso es para ustedes! Muchas gracias."
Presentador,"La Ley General de Educación Superior dispone en su décimo cuarto transitorio que, durante la sesión de instalación, la Secretaría de Educación Pública propondrá al Consejo los lineamientos para su operación y funcionamiento."
Presentador,Este documento fue enviado también junto con la convocatoria.
Presentador,"Para presentar los lineamientos, cedemos el uso de la palabra al subsecretario Luciano Concheiro."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","De nueva cuenta, muy buenos días. Tengan todas y todos ustedes, maestra Delfina Gómez Álvarez, secretaria de Educación Pública y coordinadora del Consejo Nacional para la Coordinación de la Educación Superior"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Autoridades y titulares de las instituciones de educación superior que nos acompañan en el presidium; distinguidas autoridades en materia de educación superior de las entidades federativas; señoras y señores titulares de las instituciones y asociaciones de educación superior que integran el Conaces; distinguidas y distinguidos invitados a esta sesión.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Compañeras y compañeros de la Secretaría de Educación Pública. Antes de presentar los lineamientos y el programa de trabajo del Conaces que someteremos a consideración de este Consejo, considero pertinente resaltar, en la misma perspectiva que lo ha hecho aquí nuestra querida secretaria Delfina Gómez Álvarez, la trascendencia de este acto, con el cual formalizamos una etapa de cambios y realizaciones que manda el artículo tercero de nuestra Constitución y la Ley General de Educación Superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Desde la publicación de la ley en el Diario Oficial de la Federación, el 20 de abril del año en curso, se ha generado en el país un proceso de difusión y análisis amplio, intenso y plural que ha puesto de manifiesto las grandes oportunidades que se abren para la transformación del sistema de educación superior y la construcción de una nueva generación, hay que decirlo así, de políticas públicas con la participación de todos los integrantes, actores fundamentales del Sistema Nacional de Educación Superior y la sociedad."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Queremos, desde esta perspectiva, como dicen los abogados, destacar el papel instituyente que tiene esta Ley General, sí, porque no solamente habla del deber ser, sino también de las acciones concretas, específicas; construye un sentido de política, pero también, y eso es fundamental, permite ir formando estructuras, formas organizativas con la suficiente flexibilidad para que la sociedad misma no solo reclame, sino también participe de esta gran transformación."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",El título quinto de la ley que se refiere a la coordinación
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","la planeación y la evaluación refleja en esta Ley General de Educación Superior el espíritu abierto, incluyente y participativo del proyecto educativo que se impulsa con una visión, hay que también subrayarlo, de estado ampliado."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En el artículo 51 la ley señala que el desarrollo de la educación superior en el territorio nacional se realizará mediante la coordinación y programación estratégica participativa, interinstitucional y colaborativa entre las autoridades educativas federal, de las entidades federativas y de los municipios con la participación activa de las autoridades y comunidades académicas de las instituciones de educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Justamente este artículo recupera con gran acierto las legítimas demandas de múltiples actores de la sociedad y las comunidades educativas de impulsar
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",impulsar políticas de educación superior con una visión de largo plazo a partir de principios y mecanismos de coordinación interinstitucional de colaboración y corresponsabilidad nutridos por la participación activa y comprometida de las autoridades y comunidades de las instituciones de educación superior.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","concertar implica escuchar a todos, deliberar en conjunto, construir rutas compartidas de acción, reconociendo las coincidencias, pero también y esto es muy importante, las diferencias que enriquecen la vida social."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Concertar es un acto democrático para construir caminos, no exentos de obstáculos, pero el avance del conocimiento, la difusión de las culturas y la formación de ciudadanas y ciudadanos, de humanistas, científicos, científicas, profesionales y técnicos y técnicas con una formación de excelencia."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","conciencia responsable con conciencia ética y solidaridad y un pensamiento crítico, creativo, comprometido con la construcción de una sociedad más justa e incluyente."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Durante casi dos años hay que recordarlo y a veces cuando ya transcurren las cosas y llegamos a un cierto punto nos olvidamos de la trayectoria y hay que decirlo aquí, a veces las trayectorias, el hacer camino es quizás uno de los elementos más importantes."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","La Ley General de Educación Superior se fundamenta en un conjunto de principios surgidos de esos consensos logrados entre los actores sociales y políticos como son por citar algunos de los principios de obligatoriedad y gratuidad, el enfoque central en los derechos humanos, el interés superior del estudiante y la estudiante, la mejora continua de la educación, el respeto a la dignidad de las personas y a la libertad de cátedra, la transversalidad de la perspectiva de género, la erradicación de todo tipo de violencia,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","como subrayó aquí nuestra secretaria, la igualdad sustantiva y la no discriminación, los temas y básicamente una perspectiva"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","sobre la base de la interculturalidad, la educación inclusiva, el acceso universal al conocimiento y la cultura y la internacionalización solidaria."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Perdonen por esta retahíla y esta enumeración de elementos de principio que aparecen desplegados en nuestra ley general, pero que se corresponden con una perspectiva de una transformación radical, profunda en la que"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","en el que el impresionante consenso logrado fue producto precisamente de priorizar a nuestros estudiantes, de darles una perspectiva que nos permita transformar efectivamente nuestro país."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Hace casi dos años tuvimos un encuentro, que llamamos encuentro de Tlatelolco por su ubicación, donde la UNAM amablemente nos prestó ese marco general de acuerdo que representa esa maravillosa torre de Tlatelolco, en el marco de la plaza de las tres culturas, tan entrañable para todos en este país, porque abrió una etapa de transformaciones democráticas, pero también porque nos recuerda lo que no debe volver a suceder."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",En ese evento de Tlatelolco se emitió una declaración y se propuso impulsar un acuerdo nacional para la transformación de la educación superior.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Que conjuntara no solamente voluntades y capacidades de las instituciones de educación superior, de sus comunidades académicas y de los trabajadores, de las autoridades de los distintos órdenes de gobierno, del poder legislativo, de los sectores productivos y de las comunidades sociales con el propósito de atender a plenitud el mandato de la reforma constitucional de garantizar el derecho humano a la educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Entonces se propuso la organización, en aquel momento la definimos así, de una convención nacional de la educación superior como un espacio para el debate, el diálogo y el establecimiento de compromisos puntuales por parte de las diversos actores de la educación superior, la ciencia, la tecnología y la innovación."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","La creación hoy día de este consejo, el CONACES, abre un nuevo escenario para el logro de estos acuerdos."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","acuerdos, la concertación de políticas que impulsan la transformación de la educación superior, así como el diseño participativo de programas y proyectos con visión a largo plazo y si vamos más al fondo con una visión de Estado."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","La implementación de la Ley General de Educación Superior plantea grandes desafíos a las autoridades educativas y a las instituciones de educación superior para concatenar los recursos, esfuerzos y voluntades que permitan hacer realidad el derecho humano a la educación superior y lograr que la generación y transmisión del conocimiento sea un instrumento estratégico para detonar y aprovechar con equidad e inclusión el enorme potencial que tiene México en sus mujeres y hombres, sus recursos y diversidad cultural en sus comunidades académicas e instituciones educativas."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","en este sentido, la secretaría de educación eh pública y en particular la subsecretaría de educación superior convocaron a los actores de la educación superior a construir una renovada gubernamentalidad. Yo sé que el término es muy complicado, pero se opone al de la gobernanza. La gobernanza es la construcción de arriba hacia abajo, de ciertas condiciones, digamos de la reproducción y despliegue de un sistema."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",La gubernamentalidad representa la construcción de ese acto de gobernarnos a nosotros mismos
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",desde abajo que nos permita que las transformaciones queden establecidas en un nuevo marco normativo de la educación superior.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",De todos nosotros dependerá que el CONACE se convierta en una instancia vigorosa con plena legitimidad y autoridad
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","para conducir el desarrollo de la educación superior con una visión, decía yo y subrayo, de Estado. en este acto la Secretaría de Educación Pública somete a la consideración de ustedes, sí, y nuestra coordinadora en particular, el proyecto de acuerdo que contiene los lineamientos para la operación y funcionamiento del Consejo Nacional para la coordinación de la educación superior. debido a que el documento se envió de manera anticipada junto con la convocatoria, solo me permitiré señalar algunos aspectos que nos parecen determinantes que son relevantes. el lineamiento quinto quisiera yo subrayarlo. El CONACES es un órgano colegiado con todo lo que esto significa de interlocución, de deliberación, con su consulta y consenso para acordar las acciones y estrategias que permitan impulsar el desarrollo de la educación superior. sus actividades atenderán a los principios y aquí los principios centrales de corresponsabilidad, participación propositiva y pleno respeto al federalismo, a la autonomía universitaria y a la diversidad educativa e institucional."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Los lineamientos del decimotercero quisiera yo subrayarlos. El CONACES quedará integrado de la siguiente manera, y creemos que es fundamental en esta visión de la integración que combina características particulares de subsistemas junto con una visión en lo que la maestra mencionó hace un momento de la territorialidad, del ejercicio en un espacio común de la acción para poder construir efectivamente si como una educación superior en un sistema que contiene subsistemas, pero que busca la integración de un sistema que a su vez y esto hay que subrayarlo, pero hay que llevarlo a la práctica se integre en un sistema de educación en general. Ese es la intención central de nuestra secretaría, en ella hemos sido instruidos para avanzar y aquí con el compañero Arroyo que nos acompaña y que agradezco profundamente su participación aquí con nosotros."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Media superior y superior es obvio que debemos de estar integrados, pero también que esto nos permita construir hacia educación básica y quisiera decirles que la maestra Marta Velda se disculpó, ya hasta anoche, muy noche, me habló que tuvo otras actividades y que no pudo asistir, no pudo diferirlas, sí, y por eso no está con nosotros, pero como ella me indicó como es su espíritu también, sí, que estaría presente aquí con con nosotros y que nos acompañaría y trabajaríamos juntos en todo lo que aquí se resuelva. Este lineamiento decimotercero plantea que el CONACES quedará integrado de la siguiente manera."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",La persona titular de la secretaría quien lo coordinará y que hoy lo coordina la maestra Delfina Gómez Álvarez.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",La persona titular de la subsecretaría de Educación Superior quien podrá coordinar el CONACES en ausencia de la persona titular de la secretaría.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","La persona titular del CONACYT, las autoridades educativas locales en materia de educación superior."
