Participante ,Dialogo
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","si son tan amables ahí tienen a la orden del día. Vamos a ir lo más ágil posible, pero como verán eh pues es la del cierre del año está ahí. Entonces, en función de lo anterior,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","les consulto si es de aprobarse la propuesta de orden del día de la presente reunión con estas salvedades, someto a su consideración el acuerdo correspondiente que ahora colocarán en pantalla si son tan amables."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Los integrantes, aprueban la no, esta es la anterior, la que sigue por favor como acuerdo. Ahí está. Eh el CONACES aprueba en todos y cada uno de sus puntos el orden del día de su décima sesión ordinaria. Los que estén por la negativa"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","abstenciones. Queda aprobado por unanimidad que se registre el acuerdo, por favor."
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","Gracias todas distinguidas autoridades en materia de educación superior de las entidades federativas eh distinguidas y distinguidos titulares de las instituciones de educación superior que integran el CONACES, integrantes del presídium e invitados a esta sesión."
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","compañeros y compañeras de la Secretaría de Educación Pública. En nombre de la Secretaría de Educación Pública, maestra Leticia Ramírez Amaya y coordinadora de CONACES, agradezco la presencia de todas y todos ustedes a esta décima sesión ordinaria del CONACES. Es un honor participar en los trabajos de esta instancia que a casi dos años y medio de su instalación consolida una renovada forma de organización de trabajo y de toma de decisiones en la educación superior, basada en la participación corresponsable de todos los actores de este tipo educativo para hacer realidad las profundas transformaciones que establece la Ley General de Educación promulgada en abril de 2021. "
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","Como se desprende del orden del día que envió la convocatoria en esta sesión, se plantea hacer un balance de los eh avan un balance de los avances registrados en el programa de trabajo correspondiente al 2023. Se destacan los esfuerzos realizados por las autoridades e instituciones educativas en los proyectos y acciones estratégicas que manda la Ley General de Educación Superior para sentar las bases que hagan realidad el derecho humano a la educación superior en México, lo cual significa no solamente el acceso a un lugar, sino el derecho a una formación profesional integral con equidad, inclusión, interculturalidad y de excelencia. Los proyectos impulsados en el marco del programa de trabajo de CONACES se orientan a dar respuesta a desafíos claves que enfrenta la educación superior en México y se trabaja para sentar las bases de una política que garantice el acceso creciente de la población a la educación superior desplegando estrategias que permitan cerrar las enormes brechas educativas a nivel regional. En este sentido, es importante resaltar los esfuerzos realizados por las autoridades federales, estatales, municipales de las instituciones y también de las comunidades universitarias para restablecer la operación plena de todos los servicios educativos una vez concluida la pandemia y seguir ampliando la cobertura a través de las modalidades escolarizada y no escolarizada. Es oportuno destacar en estos esfuerzos el dinámico crecimiento de la oferta y la matrícula de la Universidad Abierta y a Distancia de México, UNAdM"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","que hoy atiende a más de 117,000 estudiantes. Asimismo, también hay que destacar el extraordinario trabajo colaborativo para crear ocho nuevas universidades interculturales que promueven un modelo educativo que responde a las necesidades y aspiraciones de nuestras comunidades indígenas y afro mexicanas. Adicionalmente, en este año se creó la primera Universidad Politécnica Intercultural que atiende a las comunidades afro mexicanas en la Costa Chica de Guerrero y Oaxaca y se creó la Universidad de las Lenguas Indígenas de México, la ULI, que ya está trabajando. Sin duda, también resulta de la mayor relevancia reconocer el trabajo de las comunidades normalistas y de la Universidad Pedagógica Nacional transformarse transformando la educación"
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","En los últimos años, en los estos últimos dos años las escuelas normales y la UPN tuvieron un papel fundamental en la construcción de la nueva escuela mexicana. Reconocemos y agradecemos su liderazgo en la consulta del plan de estudios para la educación básica y su alineamiento con los planes de estudio de la educación normal mediante una innovadora estrategia de codiseño curricular. De su par su participación ha sido clave también en la elaboración y socialización en la y así como en la defensa de los libros de texto gratuitos y del derecho a la educación de millones de niñas, niños, adolescentes y jóvenes. En esta tarea se sumaron la inmensa mayoría de las instituciones de educación pública superior. Muchas gracias por su apoyo en la construcción de un nuevo paradigma de educación inclusiva, humanista y científica. Eh para dar paso a la agenda del CONACES me parece importante destacar que sus in integrantes todas y todos ustedes pueden sentirse satisfechos del trabajo realizado en la medida de que se han sentado las bases para un proceso de transformación profundo de educación superior sin precedentes. Hoy contamos con un marco constitucional y un marco jurídico cuyos pilares son la Ley General de Educación Superior y la Ley General de Humanidades, Ciencias, Tecnologías e Innovación. Este nuevo marco jurídico eh da paso principalmente a las enormes posibilidades en las humanidades para hacer de la educación y el conocimiento los motores de una nueva era de progreso y bienestar social, colectivo y sustentable. "
"Dra. Gisela Salinas Sánchez, Titular de la Jefatura de Oficina de la Secretaría de Educación Pública","El trabajo de CONACES consiste también en acordar, diseñar y promover de manera colegiada, corresponsable y participativa estrategias y procesos para hacer realidad el mandato constitucional y las disposiciones contenidas en los ordenamientos de este marco jurídico. Seguramente en esta décima sesión seremos testigos de los significativos avances para impulsar una nueva generación de políticas de educación superior expresada en renovados procesos e instrumentos innovadores para fortalecer el compromiso y enorme capacidad innovadora de las instituciones de educación superior con las necesidades y problemas esenciales que enfrentan las comunidades y los territorios donde se localizan. Distinguidas y distinguidos integrantes del Consejo Nacional para la Coordinación de la Educación Superior, los exhorto a seguir construyendo a nombre de la Secretaría de Educación Pública, maestra Leticia Ramírez Amaya eh el México que queremos y merecemos. Muchas gracias por todo su trabajo. Enhorabuena. Es todo. Gracias."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Muchísimas gracias Gisela y gracias a la secretaría digamos por abrir esta intervención eh de balance y pero que además nos permite ir proyectando todas las transformaciones que en términos de la estructura del CONACES y de la construcción de una política pública de estado como hemos venido insistiendo son tan importantes. Eh quisiera empezar eh dar un breve esbozo eh de lo que se abordará en esta sesión, algunos comentarios para ubicar cómo construimos eh la sesión"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","en conjunto, y en cada punto ya tendremos todas las expresiones que ustedes deseen, como en cada sesión tendremos un informe de avance del programa de trabajo en esta instancia colegiada que incluye cinco temas. En el caso de los dos primeros, que es la propuesta del programa de ampliación de la oferta de educación superior y la propuesta para la elaboración del informe anual previsto en la fracción vigésima del artículo 49 de la Ley General de Educación Superior, no está prevista una presentación a detalle de los mismos, ya que en esta sesión lo importante es que ustedes tengan conocimiento de ellos y acordar los mecanismos de trabajo para que ya en 2024 ahora sí podamos tener documentos finales en ambos casos que puedan ser revisados y aprobados por esta instancia. Ahora entonces, solo informaremos; ustedes tendrán los documentos y, además, algunos comentarios que aquí puedan servir para tener"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",un panorama más claro de lo que se va a trabajar en el año 2024.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","una versión final. Eh, por otro lado, en cuanto al SEAES, uno de los objetivos del marco general del mismo es que los ejercicios de evaluación externa y acreditación puedan coadyuvar eficazmente a la consolidación de la transformación de la educación superior prevista en la Ley General de Educación Superior y en el Plan Nacional correspondiente."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En este sentido, tal como lo prevé el lineamiento vigésimo sexto del SEAES, se ha buscado mantener un proceso de diálogo permanente con las organizaciones e instancias de evaluación externa y acreditación con el fin de poder avanzar hacia marcos de referencia armonizados con la Ley General."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","El despliegue e instrumentación del SEAES, como uno de los grandes proyectos derivados de la Ley General de Educación Superior, ha sido un proceso gradual y de construcción colectiva en el que el documento que se somete a su consideración hoy, ya eh, pues podemos decir eh no es la excepción, ha requerido de la participación y comentarios de los integrantes del comité técnico y la comisión consultora del SEAES"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Es así, tal como estaba previsto en el programa de trabajo del SEAES. El día de hoy, ponemos a su consideración las bases para la articulación de las instancias de evaluación externa y acreditación al SEAES que tienen por objeto establecer criterios y procedimientos para la articulación de las instancias de evaluación externa y acreditación al SEAES a través de los procesos de armonización con el plan nacional y el marco general del SEAES. Dicha articulación es voluntaria, subrayamos este aspecto y nos parece fundamental, y tiene como propósito sumarse al conjunto de autoridades, instituciones e instancias que coadyuvan a la articulación de estrategias y acciones en materia de evaluación y acreditación del sistema nacional de educación superior."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","para contribuir a su mejora continua. Aún después de ya hecha la propuesta, lo someteremos aquí a ustedes, haremos lectura de algunos agregados más, si es que a nosotros nos parecen correctos, pero hay que hacerlos del conocimiento del conjunto y en su caso eh poder avanzar."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Esto es por cuanto a la dinámica que queremos lograr, ¿sí? de integrar todas estas instancias externas que evidentemente van a ser esenciales para las funciones del SEAES."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En lo que refiere al espacio común de educación superior en esta sesión y aquí nos acompaña la doctora Rosaura Ruiz, nos presentará la versión final de los lineamientos de este espacio que acaba siendo tan importante en nuestro país, ahí lo muestra ahora eh pues la desgracia de Acapulco y Coyuca de Benítez y precisamente en esta dinámica de establecimiento de un espacio común, si lo hubiéramos"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","hemos tenido, desarrollado, quizás hubiéramos avanzado más rápido, pero ahora en la práctica hemos mostrado lo que es la integración de un espacio común articulado a,digamos, al consejo estatal para la planificación en el propio de la educación superior y también de la educación media, en una perspectiva eh que nos ha permitido efectivamente tener una acción conjunta eh con las iniciativas que ha tomado ANUIES y que agradezco por adelantado a todas y todos ustedes, toda la disposición en la desgracia, como suele decirse, para estar juntos y apoyarnos y en términos digamos de un humanismo actuante eh lograr avanzar en medio de todo esto."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Eh y se van a dar digamos los lineamientos para ponerlo en marcha y ya encontrarle pues con todos los elementos de movilidad y otros, pero sobre todo de la acción conjunta y de la articulación en el espacio en una proyección territorial, eh hoy van a ser expuestos aquí por la doctora Ruiz."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Un tema sin duda relevante y que precisamente guarda relación con este espacio común, es el marco nacional de cualificaciones y el sistema nacional de asignación, acumulación y transferencia de créditos académicos y de lo que coloquialmente ya nos hablamos de ello, que son los microcréditos."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Esto es la posibilidad de un término horrible en castellano al menos de portabilidad, ¿no?, de de los créditos y de poder flexibilizar todo el sistema educativo a nivel eh nacional y que entonces en la perspectiva, sobre todo en términos de eh los grados podamos avanzar, ¿no?, eh mucho y en términos eh que realmente nos permitan una articulación completa y esta proyectarla a nivel internacional,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","insistiendo en lo que hemos siempre insistido que no hay educación superior sin internacionalización de la misma, ¿no?"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Además de estos importantes temas, dando seguimiento a los compromisos de la novena sesión ordinaria, tendremos un acercamiento con las autoridades de la Secretaría de Educación Pública para desahogar algunos planteamientos que tienen que ver con su ámbito de competencia."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",No está demás decir que esta no es una sesión en materia de RVOE.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Perdonen, yo sé que hay mucho interés, pero no es en esa perspectiva o de profesiones o de media superior, por lo que el punto corresponde que les corresponde, les propondremos una mecánica para hacer dinámico este acercamiento, partiendo desde luego de lo que ya ustedes han planteado en aquella sesión eh anterior eh de interés de empezar a tener este intercambio mucho más directo."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En asuntos generales, como ustedes saben, eh los pasados meses de agosto y septiembre realizamos seis foros regionales de vinculación, donde abordamos los avances, los retos y las perspectivas de la internacionalización de la educación superior en México. Y bueno, en ese sentido, pues también se ha trabajado en la elaboración de un documento que contiene las líneas estratégicas para la internacionalización de la educación superior en México. Es en la educación dual, el emprendimiento asociativo y el servicio social comunitario."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","De antemano agradezco la participación de todos ustedes en estos foros. Cabe señalar que estos temas están ligados no solo a una formación de las y los estudiantes para que adquieran habilidades que les permitan enfrentar en mejores condiciones su incorporación a la actividad laboral, sino también a la transformación económica del país. En estos foros contaremos con la presencia de distintos aliados de los tres órdenes de gobierno, entre ellos la Secretaría de Economía, sí, aquí está Iraís y le agradecemos de entrada también eh su presencia, a quien hemos invitado para que nos exponga las necesidades y oportunidades que hoy se abren para miles de jóvenes producto de la relocalización de empresas. Por ello reviste gran importancia el revisar los planes de estudio para actualizarlos, así como el establecimiento de nuevas carreras que contribuyan al proceso de transformación económica y que procuren el bienestar de la población."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Por otro lado abordaremos el compromiso y el esfuerzo que realiza la Secretaría de Educación del Estado de Guerrero para que de manera organizada con las instituciones de educación superior tanto del estado de Guerrero como de las diferentes entidades de la República y en ese sentido estoy convencido eh de que sumaremos, seguiremos sumando esfuerzos a una tarea de todas y de todos en la reconstrucción del puerto de Acapulco y a la vez también del municipio de Coyuca de Benítez."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.",Por ello en esta reunión tenemos el propósito que desde el sector educativo con se haga una gran contribución con un plan integral de apoyo a estos dos municipios afectados por el paso del huracán Otis con la participación y atención de las instituciones de educación superior del país.
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Todo ello en coordinación con la Secretaría de Educación del Estado de Guerrero y también con el comando general de la reconstrucción y de la atención eh especialmente en el puerto de Acapulco por su complejidad. También hemos seguido y eh ahí en particular el rector de la Universidad Autónoma de Guerrero, pero después ya con la fuerte incorporación de las distintas instituciones de educación superior, las dos normales, el Instituto Tecnológico de Acapulco, la Universidad Tecnológicas de Acapulco, hemos estado desarrollando igual en Coyuca de Benítez en esta misma perspectiva se ha estado haciendo un trabajo coordinado en el COPAES eh local, ¿no? en el de la entidad, cuestión que fue ya muy importante por la articulación junto con la instancia correspondiente de media superior. Con este plan se busca desplegar diversas tareas bajo y escogimos siete acciones clave: educación, ordenamiento, territorio,"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","vivienda, salud, infraestructura y economía.  En el caso de la educación superior, se han realizado acciones puntuales para apoyar a los estudiantes de los municipios afectados.  Se han otorgado becas, se han habilitado espacios para que puedan continuar con sus estudios y se han brindado apoyos psicológicos."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En el caso de la educación básica, se han reconstruido escuelas, se han distribuido útiles escolares y se han implementado programas para apoyar a los niños y niñas que han sido afectados por el huracán.  En el caso de la salud, se han brindado servicios médicos a la población afectada y se han distribuido medicamentos."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","En el caso de la vivienda, se han construido casas y se han reparado las que han sido dañadas por el huracán.  En el caso de la infraestructura, se han reparado carreteras, puentes y otras infraestructuras que han sido dañadas por el huracán.  En el caso de la economía, se han implementado programas para apoyar a las empresas y negocios que han sido afectados por el huracán."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Estas son algunas de las acciones que se han realizado para apoyar a los municipios afectados por el huracán Otis.  El gobierno federal, el gobierno estatal y los gobiernos municipales están trabajando juntos para reconstruir los municipios afectados y para apoyar a la población afectada.  El objetivo es que los municipios afectados puedan recuperarse lo antes posible y que la población afectada pueda volver a su vida normal."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","El gobierno federal, el gobierno estatal y los gobiernos municipales están trabajando juntos para reconstruir los municipios afectados y para apoyar a la población afectada.  El objetivo es que los municipios afectados puedan recuperarse lo antes posible y que la población afectada pueda volver a su vida normal.  El gobierno federal, el gobierno estatal y los gobiernos municipales están trabajando juntos para reconstruir los municipios afectados y para apoyar a la población afectada."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","El objetivo es que los municipios afectados puedan recuperarse lo antes posible y que la población afectada pueda volver a su vida normal.  El gobierno federal, el gobierno estatal y los gobiernos municipales están trabajando juntos para reconstruir los municipios afectados y para apoyar a la población afectada.  El objetivo es que los municipios afectados puedan recuperarse lo antes posible y que la población afectada pueda volver a su vida normal."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","El gobierno federal, el gobierno estatal y los gobiernos municipales están trabajando juntos para reconstruir los municipios afectados y para apoyar a la población afectada.  El objetivo es que los municipios afectados puedan recuperarse lo antes posible y que la población afectada pueda volver a su vida normal."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","territorial, salud, acopio de víveres, recuperación económica y del tejido social, reforestación y reconversión ambiental."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Estas son las que hemos ido encontrando como necesarias para articularnos con fuerza, aparte de la central en su momento, recolección de víveres, apoyo eh directo y ordenado, la limpieza que hicieron los jóvenes de nuestras instituciones en el propio"
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Acapulco y Coyuca y creo que eh las logramos en el COPAES agrupar de forma tal que la acción de cada una de nuestras instituciones adquiera una fuerza eh mayor en la coordinación precisamente y eh eh destacan y ya verán ustedes el del ordenamiento territorial para que no vuelva a suceder lo mismo, ¿sí? Es eh bueno, son los recubrimientos de los hoteles eran de conglomerado en una buena parte."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Volaron, ya saben ustedes de qué manera."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","O sea, eh resulta que en una zona que puede ser afectada, eh pues entonces habría que haber tenido otra perspectiva, pero el tema de salud y entonces de las brigadas de salud o el tema de cómo pensar eh la reforestación, porque fue otro de los aspectos de que arrasó, ¿no? el tema de la reforestación nos parece a nosotros que en esta visión integral de la reconstrucción eh y la forma en la que coadyuve el establecimiento con acciones muy puntuales y políticas que puedan contribuir a la prevención de fenómenos naturales, máxime eh y yo lo digo, digamos yo respeto a los negacionistas, ¿no? pero eh hay que decirlo claro, los nuevos riesgos que se acentúan producto del cambio climático."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Sí, entonces este elemento del cambio climático acaba siendo central por el tipo de fenómenos que enfrentamos."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Sin más que agregar, les pido que entramos en materia y continuamos con el punto número cuatro, para lo cual y de no haber inconveniente, le cedo la voz al secretario general de ANUIES, Luis Armando González Placencia, como parte de este secretariado técnico conjunto para continuar con el desahogo de la sesión."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Miren además con qué fondo está ahí Luis Armando y eso entonces adelante, por favor a todos."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","Estamos aquí en la eh universidad eh Tecnológica de Querétaro. Estamos desarrollando la cumbre de rectores México Cuba y me prestó el señor rector su oficina, entonces aprovecho para agradecerle ya que hiciste mención del fondo. Luciano. Muy buenos días a todas y todos, me da gusto saludarles eh y también eh me da gusto que estén por allá en ANUIES eh celebrando esta sesión quienes lo hacen de manera presencial."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","Bien, pues siguiendo con el desahogo del orden del día, entonces estaríamos ya en el punto número cuatro, presentación y en su caso aprobación del acta de la sesión anterior, como lo hemos hecho en ocasiones pasadas, eh les enviamos eh el acta con anticipación, así que con la finalidad de agilizar eh la sesión les consultaría si no hay comentarios. Primero les pregunto si hay comentarios al acta de la sesión anterior."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)",De no de no existir comentarios eh les pediría entonces que pudiéramos eh proyectar el acuerdo eh respectivo que es el acuerdo S.O.CONACES.10.3.
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","El CONACES aprueba el acta de su cuarta sesión extraordinaria, quienes estén por la negativa sírvanse manifestarlo, por favor."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","Eh quienes bueno me parece que no hay, ¿verdad? Eh entonces podemos aprobar por unanimidad el acuerdo y solicitamos que se registre y seguimos adelante."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","El punto número cinco se refiere a la presentación y en su caso aprobación del informe de seguimiento de acuerdos del CONACES. Como saben una de las funciones de este secretariado técnico conjunto es dar cuenta a todas y todos ustedes del estado que guardan los acuerdos aprobados por este consejo en días pasados; les solicitamos que tuvieran a bien rendir el informe respecto y a partir de ello se integró el informe de seguimiento que también se incluyó en la carpeta remitida con anticipación, por lo que sugerimos obviar la lectura del informe y someter a su aprobación su contenido."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","En ese marco, les consulto si es de aprobarse el informe de seguimiento de acuerdos presentado por este secretariado técnico conjunto, conforme al siguiente texto."
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)",Es el acuerdo S.O.CONACEs.décima.cuatro: El CONACEs aprueba el informe del seguimiento de acuerdos rendido por el secretariado técnico conjunto.
"Dr. Luis Armando González Placencia, secretario general ejecutivo de la ANUIES (2023-2027)","Si alguien estuviera en contra, le pido por favor que se manifieste. No habiendo votos en contra, podemos considerarlo aprobado por unanimidad; solicitamos igualmente que se registre el acuerdo. Ahora eh vamos al punto seis eh nuevamente le paso la voz al doctor Luciano Concheiro, por favor."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Muchas gracias eh Luis. Eh de acuerdo con lo que les anticipé, la Secretaría de economía nos ha pedido adelantar su intervención, por lo que antes de entrar al informe en este punto, le doy la palabra a la titular de la unidad de inteligencia económica global de la secretaría de economía, la maestra Iraís Barreto Canales para que nos platique sobre la transformación de la educación superior vinculada al desarrollo económico y al bienestar social."
"Dr. Luciano Concheiro Bórquez, subsecretario de Educación Superior.","Adelante Iraís, si eres tan amable, sí."
"Mtra. Iraís Barreto Canales, Titular de la Univdad de Inteligencia Económica global en la Secretaría de Economía. ","Le agradezco. Muchas gracias doctor Concheiro y colegas, gracias por la deferencia para poder cambiar el orden del día."
"Mtra. Iraís Barreto Canales, Titular de la Univdad de Inteligencia Económica global en la Secretaría de Economía. ","Tenemos otra reunión vinculada con la educación, esta con Cañete y para el tema de semiconductores, así que esta tuvimos que ajustar agendas, pero les agradecemos mucho"
"Mtra. Iraís Barreto Canales, Titular de la Univdad de Inteligencia Económica global en la Secretaría de Economía. ","Mucho espacio para contarle lo que hemos estado haciendo conjuntamente. Hay un grupo interinstitucional con el que llevamos trabajando todo este año para empezar a estrechar lazos y, antes de irme con los datos que le dan contexto a lo que está pasando, iniciamos esta vinculación cuando llega la Secretaria Buen rostro a la secretaría, a la secretaría de economía en octubre de 2022. Una gran cantidad de empresas se estaban acercando, diciendo: ""Vamos a llegar a México"". Había una serie de preguntas recurrentes, ¿no? Evidentemente, los temas energéticos, de agua, infraestructura, y había uno recurrente que era el tema del talento. Si México tenía... bueno, no era tal, no era la pregunta; no decían ""talento""."
"Mtra. Iraís Barreto Canales, Titular de la Univdad de Inteligencia Económica global en la Secretaría de Economía. ","Decían: ""¿México tiene suficiente fuerza laboral capacitada?"". Ante la... la secretaría volteaba a vernos a la subsecretaría, a mí. Yo, muy segura, le decía que sí, que no había ningún problema, pero me dijo: ""Eso no es suficiente. Hay que ir y tocar base con la SEP, con el CONACYT"". Y fue así como construimos este grupo de trabajo con el objetivo de visibilizar el talento mexicano a nivel medio superior, superior y de investigación, con esto construimos un dossier que se convirtió en una herramienta que me gustaría después compartir con ustedes."
